Station ID,Name,Latitude,Longitude,Road Number,Municipality,Province
C08545,kt87_Rautavaara,63.495466,28.301256,,,
C08546,vt6_Kontiolahti_Uuro,62.71733,29.85726,,,
C08547,vt6_Joensuu_Reijola,62.530883,29.862258,,,
C08548,st504_Polvijärvi,62.848389,29.337172,,,
C08549,vt6_Joensuu_Honkavaara,62.435334,30.036428,,,
C08550,kt88_Vieremä_Isomäki,63.910761,26.730313,,,
C08551,kt87_Sonkajärvi_Koirakoski,63.606652,27.800482,,,
C08552,st482_Rääkkylä_Rasivaara,62.269033,29.747692,,,
C08553,vt6_Kontiolahti_Varparanta,62.819296,29.838995,,,
C08556,vt5_Kuopio_Päiväranta_silta,62.934183,27.667692,,,
C08557,vt5_Kuopio_Tikkalansaari,62.946849,27.671233,,,
C08558,vt5_Kuopio_Sorsasalo,62.958516,27.690072,,,
C08559,vt5_Siilinjärvi_Vuorela,62.973141,27.705881,,,
C08560,vt5_Siilijärvi_Rissala,62.989374,27.708404,,,
C08561,vt9_Siilinjärvi_Vuorela,62.972639,27.707487,,,
C08572,vt5_Kuopio_Pihlajaharju,62.920353,27.67675,,,
C08573,kt75_Siilinjärvi_1,63.07713,27.661682,,,
C08574,kt75_Siilinjärvi_2,63.078469,27.669037,,,
C08575,kt74_Ilomantsi,62.674067,30.949194,,,
C08576,vt6_Joensuu_Repokallio,62.590942,29.813366,,,
C08577,st551_Vesanto_ Löttökorpi_K,62.927206,26.389087,,,
C08578,vt5_Iisalmi_Ryhälänmäki,63.666126,27.285323,,,
C08579,vt27_Iisalmi_Lammasaho,63.614118,26.8432,,,
C08580,st563_Iisalmi_Haukimäki_K,63.484943,26.99737,,,
C08581,st577_Lapinlahti_Varpaisjärvi,63.352989,27.7673,,,
C08582,yt5862_Sonkajärvi_Jyrkkä_K,63.777211,27.80882,,,
C08583,st573_Kaavi_Maarianvaara,62.84956,28.880599,,,
C08584,kt73_Lieksa,63.293606,30.071225,,,
C08585,vt27_Kiuruvesi_Aittojärvi,63.672449,26.396706,,,
C08586,st506_Juuka_Ukonvaara,63.035926,28.945929,,,
C08587,vt9_Kuopio_Jännevirta_Silta,62.971111,27.830014,,,
C08588,kt75_Nilsiä_Suholanmäki,63.157658,28.056424,,,
C08589,st522_Ilomantsi_Hattuvaara,62.929197,31.277053,,,
C08590,kt77_Pielavesi_Löytynjärvi,63.232122,26.949473,,,
C08591,Mt476_Heinävesi_Latvalampi,62.389988,29.070768,,,
C08592,St500_Ilomantsi_Mutalahti,62.451482,31.114789,,,
C09501,vt4_Äänekoski_Petomäki,62.678129,25.756598,,,
C09502,vt24_Kuhmoinen_Patavesi,61.607791,25.252931,,,
C09503,vt9_Muurame,62.110132,25.648779,,,
C09504,vt9_Laukaa_Metsolahti,62.252761,26.102011,,,
C09505,vt9_Hankasalmi_Nälkämäki,62.356326,26.567945,,,
C09506,vt4_Äänekoski_Hirvaskangas,62.515177,25.687698,,,
C09507,vt4_Toivakka_Vestonmäki,62.051448,26.051668,,,
C09509,vt4_Joutsa_Tammilahti,61.788347,26.095395,,,
C09510,vt4_Jyväskylä_Vaajakoski,62.245748,25.871692,,,
C09511,vt9_Jyväskylä_Pumperi,62.211603,25.720218,,,
C09512,vt9_Jämsä_Himos,61.889196,25.287638,,,
C09513,vt4_Viitasaari_Taimoniemi,63.137287,25.768156,,,
C09514,vt13_Karstula_Humppi,62.905848,24.896473,,,
C09515,vt4_Jyväskylä_Puuppola,62.340207,25.703895,,,
C09516,vt18_Petäjävesi_Kintaus,62.270451,25.338724,,,
C09518,vt9_Jämsä_Partalanmäki,61.825849,25.069507,,,
C09519,vt18_Multia_Väätäiskylä,62.588647,24.593683,,,
C09520,vt4_Jyväskylä_Palokka,62.290266,25.720407,,,
C09521,kt69_Konnevesi_Istunmäki,62.703384,26.463524,,,
C09522,kt58_Mänttä,62.023891,24.693755,,,
C09523,vt23_Keuruu_Haapamäki,62.253438,24.454672,,,
C09524,kt58_Kivijärvi_Hannonsalmi,63.134472,25.022315,,,
C09525,vt13_Saarijärvi,62.696176,25.293836,,,
C09526,vt4_Viitasaari_Löytänä,63.224397,25.663308,,,
C09527,vt4_Äänekoski_Kalaniemi,62.877732,25.810019,,,
C09528,vt4_Laukaa_Vehniä,62.44032,25.684373,,,
C09529,vt4_Pihtipudas_Rönnynkylä,63.422953,25.641305,,,
C09530,vt4_Äänekoski_Lintulahti,62.807001,25.807422,,,
C09531,vt9_Jyväskylä_Korpilahti,61.999357,25.50045,,,
C09532,st624_Jyväskylä_Tikka-Mannila,62.371292,25.705434,,,
C09533,vt4_Viitasaari_Hännilänsalmi,63.041096,25.814434,,,
C09534,kt58_Kinnula,63.370901,24.974246,,,
C09535,vt4_Joutsa_Leivonmäki,61.900881,26.112286,,,
C09536,vt23_Keuruu,62.261425,24.68245,,,
C10501,kt67_Seinäjoki_Nurmo,62.81386,22.896222,,,
C10502,vt8_Kruunupyy,63.731638,23.013188,,,
C10503,vt8_Kristiinankaupunki_Lapväärtti,62.266479,21.479586,,,
C10504,vt3_Kurikka_Jalasjärvi,62.460125,22.77157,,,
C10505,vt8_Mustasaari_Koivulahti,63.161924,21.866609,,,
C10506,st724_Raippaluodonsilta,63.206704,21.473422,,,
C10507,vt19_Kauhava,63.105988,22.960242,,,
C10508,vt3_Vaasa_Vanhasatama,63.07097,21.69657,,,
C10510,st724_Raippaluodonsilta_itä,63.206562,21.484814,,,
C10511,st724_Raippaluodonsilta_länsi,63.206678,21.46906,,,
C10512,vt8_Kokkola_Lohtaja,64.006316,23.536675,,,
C10513,vt8_Vöyri_Oravainen,63.292907,22.370695,,,
C10514,vt3_Kurikka_Tuiskula,62.655114,22.435476,,,
C10515,vt18_Inha,62.543275,24.188433,,,
C10516,vt18_Tervajoki,63.005095,22.145379,,,
C10517,vt13_Oksakoski,63.258158,24.293063,,,
C10518,kt68_Evijärvi,63.360559,23.463313,,,
C10519,vt28_Eskola,63.909293,24.12567,,,
C10520,kt66_Kuortane,62.819864,23.507657,,,
C10521,kt67_Teuva,62.476186,21.709193,,,
C10522,vt16_Alajärvi,63.032243,23.869273,,,
C10523,vt8_Vaasa_Kotiranta,63.102269,21.641771,,,
C10524,vt13_Alaveteli,63.708747,23.321539,,,
C10525,vt19_Jepua,63.398453,22.629247,,,
C10526,vt8_Maalahti_Pirttikylä,62.747431,21.641029,,,
C10527,vt3_Laihia,62.971454,22.027101,,,
C10528,vt18_Alavus,62.593043,23.6127,,,
C10529,vt18_Seinäjoki_Munakka,62.851326,22.782237,,,
C10530,vt8_Närpiö,62.472254,21.436208,,,
C10531,vt16_Möksy,63.037285,24.247812,,,
C10532,vt18_Myllymäki,62.568943,24.47842,,,
C10533,vt8_Kokkola_Haavistonkangas,63.866044,23.342245,,,
C10534,vt19_Ilmajoki_Rengonkylä,62.70947,22.837348,,,
C10535,kt44_Juonikylä,62.284416,22.249989,,,
C10536,vt3_Laihia_Ruto,63.001359,21.89874,,,
C10537,kt67_Ilmajoki,62.743524,22.626758,,,
C10538,kt66_Lapua,62.969252,23.049938,,,
C10539,kt63_Toholampi,63.767396,24.245085,,,
C10540,kt58_Lestijärvi,63.520877,24.669245,,,
C10541,vt8_Kristiinankaupunki_Metsälä_K,62.067804,21.530822,,,
C10542,vt8_Uusikaarlepyy_Ytterjeppo,63.44277,22.564302,,,
C10543,kt68_Pietarsaari,63.674763,22.746042,,,
C10544,st673_Maalahti_Petolahti,62.86962,21.394566,,,
C10545,vt8_Mustasaari_Vassor,63.159152,22.008784,,,
C10546,st749_Luoto_Eugmo,63.805549,22.782701,,,
C10547,vt13_Veteli_Sikaharju,63.425185,23.924273,,,
C10548,vt3_Vaasa_puomi,63.084008,21.627949,,,
C10549,vt8_Mustasaari_Riimala,62.951401,21.762351,,,
C10550,vt19_Alahärmä_Voltti,63.28904,22.799024,,,
C10551,vt8_Pedersöre_Lepplax,63.670921,22.914409,,,
C10552,yt7263_Vöyri_Österö,63.377055,22.025032,,,
C10553,vt13_Kaustinen_Viiperi,63.596931,23.473325,,,
C10554,kt68_Vimpeli_Hietoja,63.183048,23.785161,,,
C10555,st673_Närpiö_Rangsby,62.610743,21.22345,,,
C10557,st664_Isojoki_Pettukylä,62.131937,21.940518,,,
C10558,vt8_Vaasa_Mustasaari,63.130098,21.719712,,,
C10559,kt63_kauhava_kortesjärvi,63.295091,23.200638,,,
C12501,vt20_Oulu_Arkala,65.189479,26.1921,,,
C12502,vt8_Kalajoki_Rahja,64.20882,23.769043,,,
C12503,vt4_Oulu,65.004402,25.507365,,,
C12504,vt4_Oulu_Laanila,65.026835,25.507024,,,
C12505,vt4_Pyhäjärvi_Elämäjärvi,63.516296,25.73233,,,
C12506,kt89_Kuhmo_Raiskio,64.461969,28.899538,,,
C12507,vt4_Siikalatva_Pulkkila,64.236694,25.844501,,,
C12508,vt28_Pyhäntä,64.097164,26.338286,,,
C12509,vt5_Kuusamo_Ruka,66.165673,29.11913,,,
C12510,kt76_Kuhmo_Tervasalmi,64.085213,29.098924,,,
C12511,vt22_Paltamo_Kivesvaara,64.454733,27.498365,,,
C12513,vt4_Oulu_Kontinkangas,65.012021,25.506451,,,
C12514,vt4_Ii_Kuivaniemi,65.607925,25.179684,,,
C12515,vt4_Liminka_Alatemmes,64.737894,25.568521,,,
C12516,vt6_Sotkamo_Korholanmäki,64.142281,27.997025,,,
C12517,vt5_Suomussalmi_Palovaara,65.146769,28.939671,,,
C12519,vt20_Taivalkoski_Jurmu,65.497301,27.930768,,,
C12520,vt5_Paltamo_Kontiomäki,64.339222,28.089979,,,
C12521,vt8_Siikajoki_Revonlahti,64.718589,24.968049,,,
C12522,vt20_Kuusamo_Kuolio,65.8294,28.82259,,,
C12524,vt8_Pyhäjoki_Viirre,64.447492,24.210749,,,
C12526,vt28_Kajaani_Otanmäki,64.119247,27.238217,,,
C12528,vt22_Muhos_Hyrkäs,64.791373,26.120719,,,
C12529,kt86_Raahe_Vihanti,64.486651,25.009203,,,
C12530,vt28_Haapavesi_Karsikas,63.957552,25.373638,,,
C12531,st816_Oulunsalo_lautta,65.006084,25.20358,,,
C12532,vt4_Ii_Virkkula,65.338648,25.367599,,,
C12533,vt20_Pudasjärvi_Pintamo,65.429616,27.539641,,,
C12534,kt78_Puolanka_Leipivaara,64.84645,27.780306,,,
C12535,vt6_Sotkamo_Maanselkä,63.876463,28.447782,,,
C12536,kt78_Pudasjärvi_Kokkokylä,65.690453,26.676484,,,
C12537,vt4_Liminka_Haaransilta,64.816183,25.487118,,,
C12538,vt5_Taivalkoski_Tyrävaara,65.499157,28.930552,,,
C12539,vt5_Hyrynsalmi_Istonpitkä,64.672471,28.506942,,,
C12540,kt75_Kuhmo_Lauvuskylä,63.908741,29.53574,,,
C12541,kt78_Puolanka_Törmänmäki,64.573669,27.75239,,,
C12542,st862_Pudasjärvi_Syötekylä,65.647217,27.701992,,,
C12543,vt22_Vaala,64.56721,26.877917,,,
C12544,vt4_Liminka_Tupos,64.864442,25.518404,,,
C12545,st849_Yli-Ii_Tannila,65.48268,25.975475,,,
C12547,vt6_Kajaani,64.219485,27.729053,,,
C12550,kt76_Sotkamo_Vuokatti,64.141389,28.292417,,,
C12551,st800_Vaala_Veneheitto,64.443013,26.525843,,,
C12552,vt4_Oulu_Lintula,64.985992,25.50536,,,
C12553,kt78_Pudasjärvi_Korpijoki,65.247208,27.578897,,,
C12554,vt4_Siikalatva_Rantsila,64.495898,25.673731,,,
C12555,vt4_Kärsämäki,63.983011,25.758079,,,
C12556,vt27_Haapajärvi_Oksava,63.802312,25.257947,,,
C12557,st815_Oulunsalo_Lentokentäntie,64.93884,25.431232,,,
C12558,yt8990_Sotkamo_Pohjavaara,64.224882,28.068431,,,
C12559,vt20_Oulu_Hintta,65.029746,25.527267,,,
C12560,vt20_Oulu_Rusko,65.037447,25.551205,,,
C12561,vt20_Oulu_Korvensuora,65.045678,25.578442,,,
C12562,vt20_Oulu_Hönttämäki,65.052324,25.598936,,,
C12563,vt20_Kiiminki_Välikylä,65.06388,25.635514,,,
C12564,vt6_Sotkamo_Juurikkalahti,64.04824,28.29179,,,
C12565,vt5_Kuusamo_Jokivaara,65.721222,29.151726,,,
C12566,st800_Puolanka_Puokio,64.748022,27.343696,,,
C12567,st849_Kiiminki_Talkkunamaa,65.161521,25.791602,,,
C12568,st837_Utajärvi_Juorkuna,64.954537,26.979889,,,
C12569,vt27_Savari,64.064381,24.552758,,,
C12570,st815_Oulu_Limingantie,64.955832,25.504861,,,
C12571,vt4_Ii_Taipale,65.528236,25.258477,,,
C12572,vt4_Oulu_Honkikangas,65.17447,25.425511,,,
C12573,vt5_Kuusamo_Petäjälampi,66.013444,29.144609,,,
C12574,vt5_Kajaani_Kuluntalahti,64.260648,27.833495,,,
C12575,vt5_Kajaani_Nuottijärvi_K,64.162704,27.524543,,,
C12576,vt8_Raahe_Pattijoki_K,64.68631,24.561583,,,
C12577,vt4_Siikalatva_Hyttikoski,64.421923,25.799529,,,
C12578,vt20_Taivalkoski,65.59233,28.30051,,,
C12579,vt8_Kalajoki_Himanka,64.042047,23.638808,,,
C12581,vt4_Oulu_Isko,65.040836,25.474185,,,
C12583,kt78_Puolanka_Paasikoski,65.03363,27.701664,,,
C12584,vt5_Hyrynsalmi_Seitenjärvi,64.604574,28.465977,,,
C12585,yt9110_Suomussalmi_Seikkala,64.650044,29.195716,,,
C12586,st813_Lumijoki,64.857437,25.149425,,,
C12587,vt4_Oulu_Pateniemi,65.078872,25.441991,,,
C12588,vt8_Pyhäjoki_Hanhikivi,64.515729,24.362597,,,
C12589,vt20_Oulu_Tullinväylä,65.0268,25.493629,,,
C12590,vt20_Kiiminki,65.128079,25.775497,,,
C12591,vt20_Kiiminki_Jääli,65.094391,25.682395,,,
C12592,vt22_Oulu_länsi,65.005286,25.504239,,,
C12593,vt22_Oulu_itä,65.003887,25.510597,,,
C12594,vt22_Oulu_Kaukovainio,64.991107,25.537897,,,
C12595,vt22_Oulu_Maikkula,64.980371,25.561628,,,
C12596,vt22_Oulu_Heikkilänkangas,64.971424,25.611984,,,
C12597,yt18710_Oulu_Kuivasjärvi,65.063158,25.51173,,,
C12598,yt8300_Oulu_Hiukkavaara,65.005824,25.579649,,,
C12599,vt20_Pudasjärvi_Kurenalus,65.365106,26.987401,,,
C12601,vt5_Kuusamo_Kitka,66.305314,28.898913,,,
C12602,kt86_Oulainen_Piipsjärvi,64.309463,24.911744,,,
C12604,yt8690_Kuusamo_Vuotunki,66.121115,29.584713,,,
C12605,vt27_Ylivieska_Alavieska,64.157468,24.30642,,,
C12606,st843_Suomussalmi_Hossa,65.411449,29.560707,,,
C12607,st912_Suomussalmi_Saarivaara,64.673487,29.670402,,,
C12609,vt4_Ii_Olhava,65.412578,25.384825,,,
C12611,st816_Hailuoto_K,65.034327,24.776125,,,
C12612,vt4_Oulu_Intiö,65.019907,25.507899,,,
C12613,vt4_Oulu_Ouluntulli,64.940686,25.5387,,,
C12614,vt4_Oulu_Kaakkuri,64.959079,25.517196,,,
C12615,vt4_Oulu_Linnanmaa,65.055091,25.44914,,,
C12617,vt4_Kempele_Zatelliitti,64.920607,25.534802,,,
C12618,st950_Kuusamo_Käylä,66.305897,29.145949,,,
C12619,vt4_Kempele_Zeppelin,64.905778,25.536309,,,
C12620,vt4_Oulu_Kello,65.106688,25.428522,,,
C12621,vt4_Oulu_Asemakylä,65.20042,25.424183,,,
C12622,vt4_Ii_Räinänperä,65.264579,25.363521,,,
C12623,vt4_Oulu_Haukipudas,65.161671,25.427103,,,
C12624,vt5_Suomussalmi_Raiskio_K,64.786713,28.843601,,,
C12625,vt5_Kajaani_Hatulanmäki_K,63.995691,27.405381,,,
C12626,yt9111_Kuhmo_Saunajärvi,63.930677,29.976146,,,
C12627,st833_Oulu_Vesala,65.031926,26.058409,,,
C12628, vt22_Muhos_Kosulankylä,64.884172,25.84053,,,
C12629,TEST_vt20_Oulu_Arkala_B5100i,65.189479,26.192121,,,
C12642,vt4_Oulu_Testi,65.004135,25.507592,,,
C12643,st843_Suomussalmi_Juntusranta,65.218567,29.490855,,,
C12644,st849_Ii_Oijärvi,65.636699,25.97351,,,
C12645,vt20_Pudasjärvi_Taipaleenharju,65.275583,26.847312,,,
C12646,vt8 Liminka Lapinkangas,64.783085,25.350042,,,
C12647,mt800_Siikalatva_Kestilä,64.353206,26.290622,,,
C12648,st847_Oulu_Äimärautio,64.984486,25.47795,,,
C12650,vt22_Utajärvi_Ylisuvanto,64.617292,26.60667,,,
C12651,Mt912_Kuhmo_Kattilakoski,64.226248,29.811118,,,
C12652,vt4_Pyhäjärvi,63.714348,25.917325,,,
C14071,st930_Ylitornio_Mellakoski,66.399515,24.435414,,,
C14501,st940_Kolari_Äkäslompolo,67.612095,24.138744,,,
C14502,vt4_Rovaniemi_Petäjäskoski,66.285017,25.340398,,,
C14503,kt82_Joutsijärvi_Kemijärvi,66.687524,27.988906,,,
C14504,vt4_Inari_Saariselkä,68.450884,27.423716,,,
C14505,kt80_Kittilä_Tepsa,67.560977,25.676753,,,
C14507,vt4_Sodankylä_Postojoki,67.734904,26.757701,,,
C14508,st955_Inari_Hirvaspää,68.569653,26.203267,,,
C14509,vt4_Rovaniemi_Tiainen,66.9044,26.2032,,,
C14510,vt4_Tervola_Loue,66.145376,24.962841,,,
C14511,kt81_Posio_Pernu,66.189586,27.565164,,,
C14512,vt21_Enontekiö_Ropinsalmi,68.675367,21.592843,,,
C14513,vt21_Kolari_Pohjasenvaara,67.226253,23.896583,,,
C14514,vt21_Ylitornio,66.165556,23.913291,,,
C14515,kt79_Muonio_Äkäsjärvi,67.860929,24.124512,,,
C14516,kt92_Inari_Näätämö,69.66367,29.100175,,,
C14517,vt29_Tornio,65.840648,24.204054,,,
C14519,vt29_Luukkaankangas,65.824806,24.408999,,,
C14520,vt4_Keminmaa,65.789405,24.532171,,,
C14522,kt92_Utsjoki_Kaamasmukka,69.355451,26.466061,,,
C14523,vt4_Inari_Petsikko,69.447573,27.238261,,,
C14524,st956_Enontekiö_Peltovuoma,68.385589,24.208387,,,
C14525,st863_Livojärvi,65.99469,28.179917,,,
C14526,vt4_Rovaniemi_Napapiiri,66.545343,25.853586,,,
C14527,vt5_Pelkosenniemi_Kairala,67.193957,27.441549,,,
C14528,kt79_Lohiniva,67.200394,24.933029,,,
C14530,st924_Simo_Alaniemi,65.832792,25.321074,,,
C14531,vt21_Enontekiö_Palojoensuu,68.284083,23.080531,,,
C14532,kt93_Enontekiö_Leppäjärvi,68.512638,23.306749,,,
C14533,st970_Utsjoki_Nuorgam,70.088512,27.941064,,,
C14534,kt82_Kemijärvi_Hyypiö,66.720333,26.952293,,,
C14535,vt21_Enontekiö_Kilpisjärvi,69.016677,20.874249,,,
C14536,st962_Sodankylä_Luosto,67.157102,26.917361,,,
C14537,st932_Ylitornio_Meltosjärvi,66.533541,24.634226,,,
C14538,st935_Rattosjärvi,66.84491,24.874414,,,
C14539,vt5_Posio_Maaninkavaara,66.443704,28.493725,,,
C14540,vt4_Sodankylä_Porttipahta,67.989959,26.888339,,,
C14541,vt4_Inari_Uruvaara,68.900245,27.077311,,,
C14542,vt21_Pello_Havelanpää,66.824635,24.003267,,,
C14543,st950_Salla_Sallatunturi,66.758162,28.764986,,,
C14544,yt9401_Ylläs_maisematie,67.563188,24.179462,,,
C14545,kt81_Rovaniemi_Juotasniemi,66.323516,26.94151,,,
C14546,st962_Pyhätunturi,67.042101,27.21798,,,
C14547,vt4_Rovaniemi_Revontuli_1,66.500292,25.719219,,,
C14551,vt4_Rovaniemi_Revontuli_5,66.503858,25.725196,,,
C14554,kt78_Rovaniemi_Pöykkölä,66.473259,25.745889,,,
C14555,kt79_Rovaniemi_Patokoski,66.868126,25.451413,,,
C14556,vt4_Kemi_Hepola,65.696098,24.674621,,,
C14557,vt4_Kemi_Ajos,65.715579,24.613697,,,
C14558,vt4_Kemi_Etelänväylä,65.733217,24.589574,,,
C14559,vt4_Kemi_Sauvonväylä,65.744095,24.5826,,,
C14560,vt4_Kemi_Ristikangas,65.75789,24.571634,,,
C14561,vt4_Kemi_Paattio,65.774163,24.562453,,,
C14562,vt4_Tervola_Paakkola_K,65.997655,24.69451,,,
C14563,vt21_Muonio_Tapojarvi,67.530752,23.625159,,,
C14564,vt4_Sodankylä_Torvinen,67.198248,26.638471,,,
C14565,st955_Kittilä_Pokka,68.161547,25.769165,,,
C14566,st945_Kemijärvi_Lehtola,66.557828,27.70893,,,
C14567,vt29_Tornio_Kyläjoki,65.835643,24.262482,,,
C14568,vt4_Rovaniemi_Santa_Claus,66.538124,25.785034,,,
C14569,vt5_Kemijärvi_Suomu_K,66.550917,28.113765,,,
C14570,vt4_Simo_Simoniemi,65.669132,24.930525,,,
C14571,kt78_Ranua_Portimo,66.108385,26.321557,,,
C14572,yt9671_Savukoski_Martti,67.473663,28.363446,,,
C14573,kt92_Inari_Nitsijärvi,69.284252,28.037576,,,
C14574,vt21_Muonio_Pahtonen,67.911098,23.632721,,,
C14575,vt21_Muonio,67.955802,23.68432,,,
C14576,kt78_Ranua_Portimo_Kevyt,66.107379,26.323376,,,
C14577,vt21_Kilpisjärvi_TIO,69.012094,20.888846,,,
C14578,yt9553_Inari_Angeli,68.904036,25.733957,,,
C14579,kt81_Posio_Mourusalmi,66.092967,28.4162,,,
C14580,st965_Salla_Kotala,67.016332,29.012075,,,
C14581,vt21_Enontekiö_Saarikoski,68.806548,21.252106,,,
C14582,st944_Kemijärvi_Lautasalmi,66.516005,27.246314,,,
C14583,kt79_Kittilä_Lentoasema,67.697162,24.862746,,,
C14585,vt21_Enontekiö_Kelottijärvi,68.51985,22.023236,,,
C14586,vt21_Enontekiö_Hietajoki,68.471865,22.411906,,,
C14589,st863_Posio_Sirniö_K,65.834521,28.087992,,,
C14590,vt21_Tornio_Kukkola_K,65.95972,24.055239,,,
C14593,yt9671_Savukoski_Tulppio,67.769077,29.209619,,,
C14594,st970_Utsjoki_Nuvvus,69.785258,26.230451,,,
C14595,st83_Ylitornio_Raanujärvi_K,66.639585,24.848391,,,
C14596,vt21_Ylitornio_Kattilakoski,66.515899,23.796953,,,
C14597,vt_21_Ylitornio_Aavasaksa,66.365118,23.695745,,,
C14598,st952_Sodankylä_Unari,67.145744,25.717129,,,
C14599,St957_Kittilä_Raattama,68.138166,24.219813,,,
C14600,vt21_Pello_Juoksenki,66.554249,23.864565,,,
C14601,Vt4_Sodankylä_Vuotso,68.104056,27.125237,,,
C14602,st941_Ranua_Saariharju,65.919202,27.137777,,,
C16501,vt1_Salo_Muurla,60.379294,23.320352,,,
C16503,vt1_Salo_Kruusila,60.381987,23.451154,,,
C16504,vt1_Salo_Suomusjärvi,60.389462,23.584918,,,
C16505,vt1_Salo_Lahnajärvi,60.371091,23.70776,,,
C16506,vt1_Lohja_Sammatti,60.378821,23.805103,,,
C16507,vt1_Lohja_Nummi,60.342654,23.911585,,,
C16508,vt1_Lohja_Tervakorpi_puomi_länsi,60.341099,23.91853,,,
C16509,vt1_Lohja_Orosmäki_länsi,60.315051,23.975255,,,
C16510,vt1_Lohja_Karnainen,60.293547,24.066031,,,
C16511,vt1_Lohja_Lempola,60.28256,24.116541,,,
C16512,vt1_Lohja_Lehmihaka_itä,60.299235,24.056758,,,
C16518,vt1_Lohja_Lehmihaka_länsi,60.303848,24.046764,,,
C16543,vt1_Lohja_Karnainen_länsi,60.312821,24.000167,,,
C16544,vt1_Lohja_Orosmäki_itä,60.312937,23.997313,,,
C16554,vt1_Lohja_Pitkämäki_itä,60.323017,23.958556,,,
C16564,vt1_Lohja_Pitkämäki_länsi,60.327168,23.939397,,,
C16566,vt1_Lohja_Tervakorpi_itä_avo,60.331391,23.931951,,,
C16567,vt1_Lohja_Tervakorpi_itä,60.333144,23.930047,,,
C16576,vt1_Lohja_Tervakorpi_länsi,60.339863,23.920641,,,
C16577,vt1_Salo_Lakiamäki_itä,60.372284,23.380298,,,
C16585,vt1_Salo_Lakiamäki_länsi2,60.373111,23.360548,,,
C16586,vt1_Salo_Lakiamäki_länsi1,60.373325,23.356876,,,
C16588,vt1_Salo_Hepomäki_itä,60.37482,23.343566,,,
C16594,vt1_Salo_Hepomäki_länsi,60.376784,23.329676,,,
C18534,vt4_Sodankylä_Petäjämaa_K,67.36213,26.617184,,,
