station,param,value
Porvoo Kilpilahti satama,tmin,-15.2
Porvoo Kilpilahti satama,tmin,-9.3
Porvoo Kilpilahti satama,tmin,-8.9
Porvoo Kilpilahti satama,tmin,-14.2
Porvoo Kilpilahti satama,tmin,-19.4
Porvoo Kilpilahti satama,tmin,-15.6
Porvoo Kilpilahti satama,tmin,-9.4
Porvoo Kilpilahti satama,tmin,-16.4
Porvoo Kilpilahti satama,tmin,-17.1
Porvoo Kilpilahti satama,tmin,-14.1
Porvoo Kilpilahti satama,tmin,-7.8
Porvoo Kilpilahti satama,tmin,-7.8
Porvoo Kilpilahti satama,tmin,-6.7
Porvoo Kilpilahti satama,tmin,-6.2
Porvoo Kilpilahti satama,tmin,-6.2
Porvoo Kilpilahti satama,tmin,-3.8
Porvoo Kilpilahti satama,tmin,-5.0
Porvoo Kilpilahti satama,tmin,-1.5
Porvoo Kilpilahti satama,tmin,-1.5
Porvoo Kilpilahti satama,tmin,-3.9
Porvoo Kilpilahti satama,tmin,-3.6
Porvoo Kilpilahti satama,tmin,-6.6
Porvoo Kilpilahti satama,tmin,-8.8
Porvoo Kilpilahti satama,tmin,-10.0
Porvoo Kilpilahti satama,tmin,-9.0
Porvoo Kilpilahti satama,tmin,-8.6
Porvoo Kilpilahti satama,tmin,-9.1
Porvoo Kilpilahti satama,tmin,-11.9
Porvoo Kilpilahti satama,tmin,-15.7
Porvoo Kilpilahti satama,tmin,-19.9
Porvoo Kilpilahti satama,tmin,-19.6
Porvoo Kilpilahti satama,tmax,-8.0
Porvoo Kilpilahti satama,tmax,-3.2
Porvoo Kilpilahti satama,tmax,-3.0
Porvoo Kilpilahti satama,tmax,-8.5
Porvoo Kilpilahti satama,tmax,-10.0
Porvoo Kilpilahti satama,tmax,-1.7
Porvoo Kilpilahti satama,tmax,-2.1
Porvoo Kilpilahti satama,tmax,-7.7
Porvoo Kilpilahti satama,tmax,-12.4
Porvoo Kilpilahti satama,tmax,-7.8
Porvoo Kilpilahti satama,tmax,-5.6
Porvoo Kilpilahti satama,tmax,-4.9
Porvoo Kilpilahti satama,tmax,-3.7
Porvoo Kilpilahti satama,tmax,-1.8
Porvoo Kilpilahti satama,tmax,-2.6
Porvoo Kilpilahti satama,tmax,0.5
Porvoo Kilpilahti satama,tmax,-1.5
Porvoo Kilpilahti satama,tmax,0.3
Porvoo Kilpilahti satama,tmax,0.2
Porvoo Kilpilahti satama,tmax,-1.4
Porvoo Kilpilahti satama,tmax,-1.3
Porvoo Kilpilahti satama,tmax,-2.9
Porvoo Kilpilahti satama,tmax,-6.3
Porvoo Kilpilahti satama,tmax,-6.9
Porvoo Kilpilahti satama,tmax,-6.0
Porvoo Kilpilahti satama,tmax,-6.0
Porvoo Kilpilahti satama,tmax,-6.8
Porvoo Kilpilahti satama,tmax,-8.4
Porvoo Kilpilahti satama,tmax,-8.6
Porvoo Kilpilahti satama,tmax,-11.1
Porvoo Kilpilahti satama,tmax,-12.7
Jomala Maarianhamina lentoasema,tmin,-15.6
Jomala Maarianhamina lentoasema,tmin,-5.2
Jomala Maarianhamina lentoasema,tmin,-5.1
Jomala Maarianhamina lentoasema,tmin,-9.0
Jomala Maarianhamina lentoasema,tmin,-21.4
Jomala Maarianhamina lentoasema,tmin,-17.4
Jomala Maarianhamina lentoasema,tmin,-4.0
Jomala Maarianhamina lentoasema,tmin,-10.3
Jomala Maarianhamina lentoasema,tmin,-11.4
Jomala Maarianhamina lentoasema,tmin,-17.7
Jomala Maarianhamina lentoasema,tmin,-5.3
Jomala Maarianhamina lentoasema,tmin,-7.9
Jomala Maarianhamina lentoasema,tmin,-11.3
Jomala Maarianhamina lentoasema,tmin,-2.4
Jomala Maarianhamina lentoasema,tmin,-1.1
Jomala Maarianhamina lentoasema,tmin,1.9
Jomala Maarianhamina lentoasema,tmin,2.2
Jomala Maarianhamina lentoasema,tmin,1.4
Jomala Maarianhamina lentoasema,tmin,0.9
Jomala Maarianhamina lentoasema,tmin,-1.8
Jomala Maarianhamina lentoasema,tmin,-2.5
Jomala Maarianhamina lentoasema,tmin,-3.9
Jomala Maarianhamina lentoasema,tmin,-4.8
Jomala Maarianhamina lentoasema,tmin,-4.8
Jomala Maarianhamina lentoasema,tmin,-5.3
Jomala Maarianhamina lentoasema,tmin,-9.6
Jomala Maarianhamina lentoasema,tmin,-10.1
Jomala Maarianhamina lentoasema,tmin,-13.8
Jomala Maarianhamina lentoasema,tmin,-11.7
Jomala Maarianhamina lentoasema,tmin,-9.1
Jomala Maarianhamina lentoasema,tmin,-9.3
Jomala Maarianhamina lentoasema,tmax,0.1
Jomala Maarianhamina lentoasema,tmax,-1.0
Jomala Maarianhamina lentoasema,tmax,-3.4
Jomala Maarianhamina lentoasema,tmax,-4.3
Jomala Maarianhamina lentoasema,tmax,-8.6
Jomala Maarianhamina lentoasema,tmax,-0.2
Jomala Maarianhamina lentoasema,tmax,0.7
Jomala Maarianhamina lentoasema,tmax,0.7
Jomala Maarianhamina lentoasema,tmax,-2.1
Jomala Maarianhamina lentoasema,tmax,-2.4
Jomala Maarianhamina lentoasema,tmax,-1.7
Jomala Maarianhamina lentoasema,tmax,-3.7
Jomala Maarianhamina lentoasema,tmax,-1.0
Jomala Maarianhamina lentoasema,tmax,0.8
Jomala Maarianhamina lentoasema,tmax,2.9
Jomala Maarianhamina lentoasema,tmax,3.7
Jomala Maarianhamina lentoasema,tmax,4.1
Jomala Maarianhamina lentoasema,tmax,3.5
Jomala Maarianhamina lentoasema,tmax,2.9
Jomala Maarianhamina lentoasema,tmax,1.3
Jomala Maarianhamina lentoasema,tmax,0.1
Jomala Maarianhamina lentoasema,tmax,-0.8
Jomala Maarianhamina lentoasema,tmax,-3.5
Jomala Maarianhamina lentoasema,tmax,-3.8
Jomala Maarianhamina lentoasema,tmax,-4.3
Jomala Maarianhamina lentoasema,tmax,-2.2
Jomala Maarianhamina lentoasema,tmax,-2.4
Jomala Maarianhamina lentoasema,tmax,-6.5
Jomala Maarianhamina lentoasema,tmax,-6.1
Jomala Maarianhamina lentoasema,tmax,-4.6
Jomala Maarianhamina lentoasema,tmax,-4.3
Parainen Utö,tmin,-5.5
Parainen Utö,tmin,-2.0
Parainen Utö,tmin,-3.0
Parainen Utö,tmin,-7.6
Parainen Utö,tmin,-8.3
Parainen Utö,tmin,-3.3
Parainen Utö,tmin,-1.1
Parainen Utö,tmin,-2.7
Parainen Utö,tmin,-6.6
Parainen Utö,tmin,-6.3
Parainen Utö,tmin,-5.1
Parainen Utö,tmin,-5.4
Parainen Utö,tmin,-3.6
Parainen Utö,tmin,-3.3
Parainen Utö,tmin,-2.0
Parainen Utö,tmin,0.8
Parainen Utö,tmin,0.6
Parainen Utö,tmin,1.8
Parainen Utö,tmin,1.3
Parainen Utö,tmin,-0.2
Parainen Utö,tmin,-2.7
Parainen Utö,tmin,-3.8
Parainen Utö,tmin,-4.7
Parainen Utö,tmin,-5.4
Parainen Utö,tmin,-5.8
Parainen Utö,tmin,-4.2
Parainen Utö,tmin,-7.0
Parainen Utö,tmin,-9.6
Parainen Utö,tmin,-9.2
Parainen Utö,tmin,-5.9
Parainen Utö,tmin,-7.4
Parainen Utö,tmax,0.4
Parainen Utö,tmax,-0.1
Parainen Utö,tmax,0.8
Parainen Utö,tmax,-2.7
Parainen Utö,tmax,-2.6
Parainen Utö,tmax,0.6
Parainen Utö,tmax,0.9
Parainen Utö,tmax,-0.1
Parainen Utö,tmax,-1.5
Parainen Utö,tmax,-4.7
Parainen Utö,tmax,-4.2
Parainen Utö,tmax,-2.1
Parainen Utö,tmax,-0.8
Parainen Utö,tmax,-0.4
Parainen Utö,tmax,3.1
Parainen Utö,tmax,3.6
Parainen Utö,tmax,3.6
Parainen Utö,tmax,3.6
Parainen Utö,tmax,3.2
Parainen Utö,tmax,1.9
Parainen Utö,tmax,0.4
Parainen Utö,tmax,-0.5
Parainen Utö,tmax,-3.1
Parainen Utö,tmax,-3.8
Parainen Utö,tmax,-4.1
Parainen Utö,tmax,-1.9
Parainen Utö,tmax,-2.3
Parainen Utö,tmax,-6.3
Parainen Utö,tmax,-4.4
Parainen Utö,tmax,-3.0
Parainen Utö,tmax,-4.1
Lemland Nyhamn,tmin,-3.6
Lemland Nyhamn,tmin,-3.0
Lemland Nyhamn,tmin,-3.4
Lemland Nyhamn,tmin,-7.6
Lemland Nyhamn,tmin,-8.0
Lemland Nyhamn,tmin,-1.8
Lemland Nyhamn,tmin,-2.2
Lemland Nyhamn,tmin,-1.1
Lemland Nyhamn,tmin,-6.7
Lemland Nyhamn,tmin,-6.4
Lemland Nyhamn,tmin,-4.7
Lemland Nyhamn,tmin,-4.8
Lemland Nyhamn,tmin,-2.3
Lemland Nyhamn,tmin,-1.4
Lemland Nyhamn,tmin,-0.2
Lemland Nyhamn,tmin,2.6
Lemland Nyhamn,tmin,3.0
Lemland Nyhamn,tmin,2.6
Lemland Nyhamn,tmin,1.5
Lemland Nyhamn,tmin,-1.1
Lemland Nyhamn,tmin,-2.1
Lemland Nyhamn,tmin,-2.8
Lemland Nyhamn,tmin,-3.6
Lemland Nyhamn,tmin,-3.9
Lemland Nyhamn,tmin,-4.4
Lemland Nyhamn,tmin,-3.7
Lemland Nyhamn,tmin,-6.3
Lemland Nyhamn,tmin,-7.5
Lemland Nyhamn,tmin,-8.2
Lemland Nyhamn,tmin,-4.3
Lemland Nyhamn,tmin,-5.5
Lemland Nyhamn,tmax,2.1
Lemland Nyhamn,tmax,0.0
Lemland Nyhamn,tmax,-1.3
Lemland Nyhamn,tmax,-2.6
Lemland Nyhamn,tmax,-1.6
Lemland Nyhamn,tmax,1.9
Lemland Nyhamn,tmax,1.9
Lemland Nyhamn,tmax,1.9
Lemland Nyhamn,tmax,-0.6
Lemland Nyhamn,tmax,-1.7
Lemland Nyhamn,tmax,-1.1
Lemland Nyhamn,tmax,-1.8
Lemland Nyhamn,tmax,0.2
Lemland Nyhamn,tmax,1.6
Lemland Nyhamn,tmax,3.6
Lemland Nyhamn,tmax,4.3
Lemland Nyhamn,tmax,4.3
Lemland Nyhamn,tmax,3.9
Lemland Nyhamn,tmax,3.7
Lemland Nyhamn,tmax,2.2
Lemland Nyhamn,tmax,1.8
Lemland Nyhamn,tmax,0.1
Lemland Nyhamn,tmax,-2.3
Lemland Nyhamn,tmax,-2.6
Lemland Nyhamn,tmax,-3.3
Lemland Nyhamn,tmax,-1.7
Lemland Nyhamn,tmax,-1.9
Lemland Nyhamn,tmax,-5.0
Lemland Nyhamn,tmax,-3.6
Lemland Nyhamn,tmax,-2.3
Lemland Nyhamn,tmax,-2.1
Jomala Jomalaby,tmin,-11.3
Jomala Jomalaby,tmin,-5.3
Jomala Jomalaby,tmin,-5.2
Jomala Jomalaby,tmin,-8.8
Jomala Jomalaby,tmin,-18.8
Jomala Jomalaby,tmin,-18.4
Jomala Jomalaby,tmin,-5.3
Jomala Jomalaby,tmin,-9.5
Jomala Jomalaby,tmin,-10.4
Jomala Jomalaby,tmin,-16.2
Jomala Jomalaby,tmin,-5.3
Jomala Jomalaby,tmin,-6.1
Jomala Jomalaby,tmin,-8.4
Jomala Jomalaby,tmin,-2.5
Jomala Jomalaby,tmin,-1.3
Jomala Jomalaby,tmin,1.8
Jomala Jomalaby,tmin,2.1
Jomala Jomalaby,tmin,1.2
Jomala Jomalaby,tmin,0.8
Jomala Jomalaby,tmin,-1.8
Jomala Jomalaby,tmin,-2.6
Jomala Jomalaby,tmin,-4.1
Jomala Jomalaby,tmin,-5.0
Jomala Jomalaby,tmin,-5.0
Jomala Jomalaby,tmin,-5.6
Jomala Jomalaby,tmin,-7.5
Jomala Jomalaby,tmin,-11.2
Jomala Jomalaby,tmin,-11.8
Jomala Jomalaby,tmin,-10.1
Jomala Jomalaby,tmin,-8.5
Jomala Jomalaby,tmin,-8.9
Jomala Jomalaby,tmax,-0.2
Jomala Jomalaby,tmax,-1.0
Jomala Jomalaby,tmax,-3.8
Jomala Jomalaby,tmax,-4.4
Jomala Jomalaby,tmax,-8.5
Jomala Jomalaby,tmax,-0.3
Jomala Jomalaby,tmax,0.4
Jomala Jomalaby,tmax,0.4
Jomala Jomalaby,tmax,-1.6
Jomala Jomalaby,tmax,-2.6
Jomala Jomalaby,tmax,-1.9
Jomala Jomalaby,tmax,-4.3
Jomala Jomalaby,tmax,-1.0
Jomala Jomalaby,tmax,0.4
Jomala Jomalaby,tmax,2.3
Jomala Jomalaby,tmax,3.5
Jomala Jomalaby,tmax,3.7
Jomala Jomalaby,tmax,2.5
Jomala Jomalaby,tmax,2.5
Jomala Jomalaby,tmax,1.2
Jomala Jomalaby,tmax,-0.1
Jomala Jomalaby,tmax,-1.1
Jomala Jomalaby,tmax,-3.7
Jomala Jomalaby,tmax,-4.0
Jomala Jomalaby,tmax,-4.2
Jomala Jomalaby,tmax,-2.1
Jomala Jomalaby,tmax,-2.7
Jomala Jomalaby,tmax,-6.1
Jomala Jomalaby,tmax,-6.4
Jomala Jomalaby,tmax,-4.7
Jomala Jomalaby,tmax,-5.0
Hammarland Märket,tmin,-2.4
Hammarland Märket,tmin,-3.4
Hammarland Märket,tmin,-3.1
Hammarland Märket,tmin,-5.5
Hammarland Märket,tmin,-5.2
Hammarland Märket,tmin,-3.1
Hammarland Märket,tmin,-3.9
Hammarland Märket,tmin,-1.8
Hammarland Märket,tmin,-4.9
Hammarland Märket,tmin,-3.9
Hammarland Märket,tmin,-2.3
Hammarland Märket,tmin,-5.4
Hammarland Märket,tmin,-3.0
Hammarland Märket,tmin,-0.7
Hammarland Märket,tmin,0.4
Hammarland Märket,tmin,1.8
Hammarland Märket,tmin,3.2
Hammarland Märket,tmin,1.8
Hammarland Märket,tmin,-0.3
Hammarland Märket,tmin,-1.7
Hammarland Märket,tmin,-2.0
Hammarland Märket,tmin,-3.3
Hammarland Märket,tmin,-4.1
Hammarland Märket,tmin,-3.7
Hammarland Märket,tmin,-4.1
Hammarland Märket,tmin,-3.5
Hammarland Märket,tmin,-5.0
Hammarland Märket,tmin,-6.9
Hammarland Märket,tmin,-8.9
Hammarland Märket,tmin,-4.9
Hammarland Märket,tmin,-5.5
Hammarland Märket,tmax,1.5
Hammarland Märket,tmax,0.2
Hammarland Märket,tmax,-1.8
Hammarland Märket,tmax,-2.1
Hammarland Märket,tmax,-2.9
Hammarland Märket,tmax,0.6
Hammarland Märket,tmax,0.8
Hammarland Märket,tmax,2.3
Hammarland Märket,tmax,0.7
Hammarland Märket,tmax,0.0
Hammarland Märket,tmax,0.6
Hammarland Märket,tmax,-2.1
Hammarland Märket,tmax,0.9
Hammarland Märket,tmax,1.8
Hammarland Märket,tmax,2.6
Hammarland Märket,tmax,3.9
Hammarland Märket,tmax,3.9
Hammarland Märket,tmax,3.9
Hammarland Märket,tmax,2.9
Hammarland Märket,tmax,-0.2
Hammarland Märket,tmax,0.4
Hammarland Märket,tmax,0.0
Hammarland Märket,tmax,-3.0
Hammarland Märket,tmax,-2.6
Hammarland Märket,tmax,-2.4
Hammarland Märket,tmax,-0.5
Hammarland Märket,tmax,-1.4
Hammarland Märket,tmax,-2.8
Hammarland Märket,tmax,-4.3
Hammarland Märket,tmax,-3.6
Hammarland Märket,tmax,-2.2
Parainen Fagerholm,tmin,-6.3
Parainen Fagerholm,tmin,-4.4
Parainen Fagerholm,tmin,-5.9
Parainen Fagerholm,tmin,-11.5
Parainen Fagerholm,tmin,-12.5
Parainen Fagerholm,tmin,-4.1
Parainen Fagerholm,tmin,-3.7
Parainen Fagerholm,tmin,-5.1
Parainen Fagerholm,tmin,-11.3
Parainen Fagerholm,tmin,-10.4
Parainen Fagerholm,tmin,-6.4
Parainen Fagerholm,tmin,-7.3
Parainen Fagerholm,tmin,-8.2
Parainen Fagerholm,tmin,-4.3
Parainen Fagerholm,tmin,-3.2
Parainen Fagerholm,tmin,0.5
Parainen Fagerholm,tmin,-0.3
Parainen Fagerholm,tmin,1.2
Parainen Fagerholm,tmin,0.5
Parainen Fagerholm,tmin,-0.7
Parainen Fagerholm,tmin,-3.6
Parainen Fagerholm,tmin,-4.8
Parainen Fagerholm,tmin,-6.4
Parainen Fagerholm,tmin,-7.2
Parainen Fagerholm,tmin,-6.5
Parainen Fagerholm,tmin,-6.1
Parainen Fagerholm,tmin,-9.7
Parainen Fagerholm,tmin,-12.7
Parainen Fagerholm,tmin,-11.0
Parainen Fagerholm,tmin,-14.6
Parainen Fagerholm,tmin,-13.6
Parainen Fagerholm,tmax,-0.8
Parainen Fagerholm,tmax,-2.1
Parainen Fagerholm,tmax,-3.3
Parainen Fagerholm,tmax,-5.4
Parainen Fagerholm,tmax,-3.5
Parainen Fagerholm,tmax,-0.7
Parainen Fagerholm,tmax,0.4
Parainen Fagerholm,tmax,-2.2
Parainen Fagerholm,tmax,-5.0
Parainen Fagerholm,tmax,-6.2
Parainen Fagerholm,tmax,-5.3
Parainen Fagerholm,tmax,-4.7
Parainen Fagerholm,tmax,-1.6
Parainen Fagerholm,tmax,-0.7
Parainen Fagerholm,tmax,2.6
Parainen Fagerholm,tmax,3.2
Parainen Fagerholm,tmax,3.3
Parainen Fagerholm,tmax,3.2
Parainen Fagerholm,tmax,2.0
Parainen Fagerholm,tmax,1.6
Parainen Fagerholm,tmax,-0.7
Parainen Fagerholm,tmax,-2.1
Parainen Fagerholm,tmax,-4.4
Parainen Fagerholm,tmax,-5.7
Parainen Fagerholm,tmax,-5.1
Parainen Fagerholm,tmax,-2.3
Parainen Fagerholm,tmax,-4.1
Parainen Fagerholm,tmax,-9.0
Parainen Fagerholm,tmax,-7.5
Parainen Fagerholm,tmax,-8.3
Parainen Fagerholm,tmax,-10.0
Kumlinge kirkonkylä,tmin,-5.4
Kumlinge kirkonkylä,tmin,-5.7
Kumlinge kirkonkylä,tmin,-6.0
Kumlinge kirkonkylä,tmin,-11.7
Kumlinge kirkonkylä,tmin,-11.7
Kumlinge kirkonkylä,tmin,-5.6
Kumlinge kirkonkylä,tmin,-2.1
Kumlinge kirkonkylä,tmin,-2.9
Kumlinge kirkonkylä,tmin,-9.7
Kumlinge kirkonkylä,tmin,-9.4
Kumlinge kirkonkylä,tmin,-6.0
Kumlinge kirkonkylä,tmin,-7.1
Kumlinge kirkonkylä,tmin,-6.5
Kumlinge kirkonkylä,tmin,-3.2
Kumlinge kirkonkylä,tmin,-1.9
Kumlinge kirkonkylä,tmin,1.4
Kumlinge kirkonkylä,tmin,1.4
Kumlinge kirkonkylä,tmin,1.6
Kumlinge kirkonkylä,tmin,0.9
Kumlinge kirkonkylä,tmin,-0.9
Kumlinge kirkonkylä,tmin,-2.6
Kumlinge kirkonkylä,tmin,-4.6
Kumlinge kirkonkylä,tmin,-5.6
Kumlinge kirkonkylä,tmin,-5.9
Kumlinge kirkonkylä,tmin,-6.0
Kumlinge kirkonkylä,tmin,-5.6
Kumlinge kirkonkylä,tmin,-8.9
Kumlinge kirkonkylä,tmin,-11.6
Kumlinge kirkonkylä,tmin,-11.1
Kumlinge kirkonkylä,tmin,-11.9
Kumlinge kirkonkylä,tmin,-11.1
Kumlinge kirkonkylä,tmax,-0.3
Kumlinge kirkonkylä,tmax,-1.3
Kumlinge kirkonkylä,tmax,-4.3
Kumlinge kirkonkylä,tmax,-5.8
Kumlinge kirkonkylä,tmax,-4.6
Kumlinge kirkonkylä,tmax,0.1
Kumlinge kirkonkylä,tmax,0.3
Kumlinge kirkonkylä,tmax,-0.3
Kumlinge kirkonkylä,tmax,-1.9
Kumlinge kirkonkylä,tmax,-4.8
Kumlinge kirkonkylä,tmax,-4.2
Kumlinge kirkonkylä,tmax,-5.4
Kumlinge kirkonkylä,tmax,-1.8
Kumlinge kirkonkylä,tmax,-0.4
Kumlinge kirkonkylä,tmax,1.9
Kumlinge kirkonkylä,tmax,3.5
Kumlinge kirkonkylä,tmax,3.7
Kumlinge kirkonkylä,tmax,3.2
Kumlinge kirkonkylä,tmax,2.8
Kumlinge kirkonkylä,tmax,1.4
Kumlinge kirkonkylä,tmax,0.3
Kumlinge kirkonkylä,tmax,-2.0
Kumlinge kirkonkylä,tmax,-4.4
Kumlinge kirkonkylä,tmax,-5.0
Kumlinge kirkonkylä,tmax,-4.6
Kumlinge kirkonkylä,tmax,-1.8
Kumlinge kirkonkylä,tmax,-3.9
Kumlinge kirkonkylä,tmax,-7.9
Kumlinge kirkonkylä,tmax,-7.9
Kumlinge kirkonkylä,tmax,-6.7
Kumlinge kirkonkylä,tmax,-7.3
Hanko Russarö,tmin,-6.7
Hanko Russarö,tmin,-3.6
Hanko Russarö,tmin,-5.2
Hanko Russarö,tmin,-9.7
Hanko Russarö,tmin,-12.5
Hanko Russarö,tmin,-7.3
Hanko Russarö,tmin,-4.7
Hanko Russarö,tmin,-5.9
Hanko Russarö,tmin,-10.1
Hanko Russarö,tmin,-10.2
Hanko Russarö,tmin,-7.2
Hanko Russarö,tmin,-6.7
Hanko Russarö,tmin,-5.3
Hanko Russarö,tmin,-6.6
Hanko Russarö,tmin,-5.8
Hanko Russarö,tmin,-1.6
Hanko Russarö,tmin,-2.0
Hanko Russarö,tmin,0.9
Hanko Russarö,tmin,-1.8
Hanko Russarö,tmin,-4.5
Hanko Russarö,tmin,-3.6
Hanko Russarö,tmin,-4.5
Hanko Russarö,tmin,-6.4
Hanko Russarö,tmin,-7.5
Hanko Russarö,tmin,-7.7
Hanko Russarö,tmin,-6.2
Hanko Russarö,tmin,-8.4
Hanko Russarö,tmin,-12.2
Hanko Russarö,tmin,-9.1
Hanko Russarö,tmin,-9.3
Hanko Russarö,tmin,-12.2
Hanko Russarö,tmax,-1.5
Hanko Russarö,tmax,-1.0
Hanko Russarö,tmax,-0.3
Hanko Russarö,tmax,-5.0
Hanko Russarö,tmax,-6.9
Hanko Russarö,tmax,-1.4
Hanko Russarö,tmax,-1.1
Hanko Russarö,tmax,-1.9
Hanko Russarö,tmax,-5.8
Hanko Russarö,tmax,-6.2
Hanko Russarö,tmax,-4.9
Hanko Russarö,tmax,-4.1
Hanko Russarö,tmax,-1.2
Hanko Russarö,tmax,-2.8
Hanko Russarö,tmax,1.1
Hanko Russarö,tmax,1.4
Hanko Russarö,tmax,1.0
Hanko Russarö,tmax,1.7
Hanko Russarö,tmax,1.6
Hanko Russarö,tmax,-1.4
Hanko Russarö,tmax,-0.3
Hanko Russarö,tmax,-1.1
Hanko Russarö,tmax,-4.1
Hanko Russarö,tmax,-5.6
Hanko Russarö,tmax,-5.7
Hanko Russarö,tmax,-3.9
Hanko Russarö,tmax,-4.6
Hanko Russarö,tmax,-7.5
Hanko Russarö,tmax,-6.8
Hanko Russarö,tmax,-5.8
Hanko Russarö,tmax,-8.4
Kaarina Yltöinen,tmin,-16.5
Kaarina Yltöinen,tmin,-6.8
Kaarina Yltöinen,tmin,-8.1
Kaarina Yltöinen,tmin,-15.2
Kaarina Yltöinen,tmin,-24.6
Kaarina Yltöinen,tmin,-21.8
Kaarina Yltöinen,tmin,-7.2
Kaarina Yltöinen,tmin,-13.5
Kaarina Yltöinen,tmin,-18.7
Kaarina Yltöinen,tmin,-15.6
Kaarina Yltöinen,tmin,-7.5
Kaarina Yltöinen,tmin,-10.1
Kaarina Yltöinen,tmin,-12.8
Kaarina Yltöinen,tmin,-6.7
Kaarina Yltöinen,tmin,-6.7
Kaarina Yltöinen,tmin,-1.4
Kaarina Yltöinen,tmin,-1.4
Kaarina Yltöinen,tmin,0.5
Kaarina Yltöinen,tmin,-1.1
Kaarina Yltöinen,tmin,-3.9
Kaarina Yltöinen,tmin,-4.1
Kaarina Yltöinen,tmin,-5.9
Kaarina Yltöinen,tmin,-8.3
Kaarina Yltöinen,tmin,-9.6
Kaarina Yltöinen,tmin,-9.6
Kaarina Yltöinen,tmin,-12.5
Kaarina Yltöinen,tmin,-10.3
Kaarina Yltöinen,tmin,-16.0
Kaarina Yltöinen,tmin,-18.2
Kaarina Yltöinen,tmin,-23.8
Kaarina Yltöinen,tmin,-21.9
Kaarina Yltöinen,tmax,-6.1
Kaarina Yltöinen,tmax,-5.2
Kaarina Yltöinen,tmax,-6.0
Kaarina Yltöinen,tmax,-8.1
Kaarina Yltöinen,tmax,-15.3
Kaarina Yltöinen,tmax,-3.5
Kaarina Yltöinen,tmax,-3.6
Kaarina Yltöinen,tmax,-7.0
Kaarina Yltöinen,tmax,-12.2
Kaarina Yltöinen,tmax,-7.0
Kaarina Yltöinen,tmax,-5.8
Kaarina Yltöinen,tmax,-6.2
Kaarina Yltöinen,tmax,-3.9
Kaarina Yltöinen,tmax,-4.0
Kaarina Yltöinen,tmax,0.5
Kaarina Yltöinen,tmax,1.3
Kaarina Yltöinen,tmax,0.8
Kaarina Yltöinen,tmax,1.6
Kaarina Yltöinen,tmax,0.9
Kaarina Yltöinen,tmax,-0.9
Kaarina Yltöinen,tmax,-1.8
Kaarina Yltöinen,tmax,-3.2
Kaarina Yltöinen,tmax,-5.8
Kaarina Yltöinen,tmax,-8.3
Kaarina Yltöinen,tmax,-7.5
Kaarina Yltöinen,tmax,-5.6
Kaarina Yltöinen,tmax,-6.3
Kaarina Yltöinen,tmax,-9.8
Kaarina Yltöinen,tmax,-9.1
Kaarina Yltöinen,tmax,-11.1
Kaarina Yltöinen,tmax,-13.1
Kemiönsaari Vänö,tmin,-7.7
Kemiönsaari Vänö,tmin,-3.2
Kemiönsaari Vänö,tmin,-5.3
Kemiönsaari Vänö,tmin,-10.5
Kemiönsaari Vänö,tmin,-12.1
Kemiönsaari Vänö,tmin,-3.9
Kemiönsaari Vänö,tmin,-3.8
Kemiönsaari Vänö,tmin,-4.5
Kemiönsaari Vänö,tmin,-9.6
Kemiönsaari Vänö,tmin,-10.3
Kemiönsaari Vänö,tmin,-6.7
Kemiönsaari Vänö,tmin,-7.1
Kemiönsaari Vänö,tmin,-5.4
Kemiönsaari Vänö,tmin,-5.2
Kemiönsaari Vänö,tmin,-3.9
Kemiönsaari Vänö,tmin,-0.2
Kemiönsaari Vänö,tmin,-1.4
Kemiönsaari Vänö,tmin,1.2
Kemiönsaari Vänö,tmin,-0.4
Kemiönsaari Vänö,tmin,-2.0
Kemiönsaari Vänö,tmin,-3.2
Kemiönsaari Vänö,tmin,-4.5
Kemiönsaari Vänö,tmin,-6.1
Kemiönsaari Vänö,tmin,-6.8
Kemiönsaari Vänö,tmin,-6.8
Kemiönsaari Vänö,tmin,-5.6
Kemiönsaari Vänö,tmin,-8.7
Kemiönsaari Vänö,tmin,-12.6
Kemiönsaari Vänö,tmin,-10.1
Kemiönsaari Vänö,tmin,-11.2
Kemiönsaari Vänö,tmin,-11.9
Kemiönsaari Vänö,tmax,-0.7
Kemiönsaari Vänö,tmax,-1.1
Kemiönsaari Vänö,tmax,-0.8
Kemiönsaari Vänö,tmax,-5.3
Kemiönsaari Vänö,tmax,-3.8
Kemiönsaari Vänö,tmax,0.0
Kemiönsaari Vänö,tmax,0.1
Kemiönsaari Vänö,tmax,-1.2
Kemiönsaari Vänö,tmax,-4.1
Kemiönsaari Vänö,tmax,-5.8
Kemiönsaari Vänö,tmax,-5.0
Kemiönsaari Vänö,tmax,-4.6
Kemiönsaari Vänö,tmax,-1.5
Kemiönsaari Vänö,tmax,-1.2
Kemiönsaari Vänö,tmax,2.5
Kemiönsaari Vänö,tmax,3.0
Kemiönsaari Vänö,tmax,3.2
Kemiönsaari Vänö,tmax,3.4
Kemiönsaari Vänö,tmax,1.6
Kemiönsaari Vänö,tmax,0.8
Kemiönsaari Vänö,tmax,-0.6
Kemiönsaari Vänö,tmax,-1.4
Kemiönsaari Vänö,tmax,-3.5
Kemiönsaari Vänö,tmax,-5.7
Kemiönsaari Vänö,tmax,-5.3
Kemiönsaari Vänö,tmax,-2.6
Kemiönsaari Vänö,tmax,-3.2
