station,param,value
Kirkkonummi Mäkiluoto,tmin,20.1
Kirkkonummi Mäkiluoto,tmin,17.6
Kirkkonummi Mäkiluoto,tmin,14.9
Kirkkonummi Mäkiluoto,tmin,14.0
Kirkkonummi Mäkiluoto,tmin,16.6
Kirkkonummi Mäkiluoto,tmin,16.7
Kirkkonummi Mäkiluoto,tmin,16.6
Kirkkonummi Mäkiluoto,tmin,14.2
Kirkkonummi Mäkiluoto,tmin,14.4
Kirkkonummi Mäkiluoto,tmin,13.4
Kirkkonummi Mäkiluoto,tmin,14.4
Kirkkonummi Mäkiluoto,tmin,17.3
Kirkkonummi Mäkiluoto,tmin,13.1
Kirkkonummi Mäkiluoto,tmin,11.6
Kirkkonummi Mäkiluoto,tmin,13.5
Kirkkonummi Mäkiluoto,tmin,14.0
Kirkkonummi Mäkiluoto,tmin,10.1
Kirkkonummi Mäkiluoto,tmin,8.7
Kirkkonummi Mäkiluoto,tmin,9.2
Kirkkonummi Mäkiluoto,tmin,9.8
Kirkkonummi Mäkiluoto,tmin,9.4
Kirkkonummi Mäkiluoto,tmin,10.0
Kirkkonummi Mäkiluoto,tmin,9.7
Kirkkonummi Mäkiluoto,tmin,10.5
Kirkkonummi Mäkiluoto,tmin,11.0
Kirkkonummi Mäkiluoto,tmin,14.5
Kirkkonummi Mäkiluoto,tmin,15.4
Kirkkonummi Mäkiluoto,tmin,14.8
Kirkkonummi Mäkiluoto,tmax,22.4
Kirkkonummi Mäkiluoto,tmax,23.1
Kirkkonummi Mäkiluoto,tmax,23.4
Kirkkonummi Mäkiluoto,tmax,24.8
Kirkkonummi Mäkiluoto,tmax,22.2
Kirkkonummi Mäkiluoto,tmax,20.0
Kirkkonummi Mäkiluoto,tmax,20.5
Kirkkonummi Mäkiluoto,tmax,21.0
Kirkkonummi Mäkiluoto,tmax,21.6
Kirkkonummi Mäkiluoto,tmax,21.3
Kirkkonummi Mäkiluoto,tmax,22.9
Kirkkonummi Mäkiluoto,tmax,20.3
Kirkkonummi Mäkiluoto,tmax,20.9
Kirkkonummi Mäkiluoto,tmax,21.8
Kirkkonummi Mäkiluoto,tmax,23.4
Kirkkonummi Mäkiluoto,tmax,19.1
Kirkkonummi Mäkiluoto,tmax,20.5
Kirkkonummi Mäkiluoto,tmax,21.9
Kirkkonummi Mäkiluoto,tmax,18.7
Kirkkonummi Mäkiluoto,tmax,18.5
Kirkkonummi Mäkiluoto,tmax,16.4
Kirkkonummi Mäkiluoto,tmax,15.8
Kirkkonummi Mäkiluoto,tmax,17.1
Kirkkonummi Mäkiluoto,tmax,16.1
Kirkkonummi Mäkiluoto,tmax,19.0
Kirkkonummi Mäkiluoto,tmax,18.0
Kirkkonummi Mäkiluoto,tmax,17.9
Kirkkonummi Mäkiluoto,tmax,19.5
Kirkkonummi Mäkiluoto,tmax,16.1
Kirkkonummi Mäkiluoto,tmax,17.2
Kirkkonummi Mäkiluoto,tmax,16.7
Helsinki Helsingin majakka,tmin,17.8
Helsinki Helsingin majakka,tmin,17.2
Helsinki Helsingin majakka,tmin,18.7
Helsinki Helsingin majakka,tmin,18.8
Helsinki Helsingin majakka,tmin,17.2
Helsinki Helsingin majakka,tmin,17.0
Helsinki Helsingin majakka,tmin,12.6
Helsinki Helsingin majakka,tmin,16.3
Helsinki Helsingin majakka,tmin,16.9
Helsinki Helsingin majakka,tmin,17.0
Helsinki Helsingin majakka,tmin,14.3
Helsinki Helsingin majakka,tmin,13.7
Helsinki Helsingin majakka,tmin,14.2
Helsinki Helsingin majakka,tmin,16.6
Helsinki Helsingin majakka,tmin,18.5
Helsinki Helsingin majakka,tmin,13.1
Helsinki Helsingin majakka,tmin,11.5
Helsinki Helsingin majakka,tmin,13.8
Helsinki Helsingin majakka,tmin,15.0
Helsinki Helsingin majakka,tmin,11.6
Helsinki Helsingin majakka,tmin,11.6
Helsinki Helsingin majakka,tmin,11.6
Helsinki Helsingin majakka,tmin,13.0
Helsinki Helsingin majakka,tmin,10.7
Helsinki Helsingin majakka,tmin,10.5
Helsinki Helsingin majakka,tmin,10.7
Helsinki Helsingin majakka,tmin,11.4
Helsinki Helsingin majakka,tmin,nan
Helsinki Helsingin majakka,tmin,nan
Helsinki Helsingin majakka,tmin,nan
Helsinki Helsingin majakka,tmin,nan
Helsinki Helsingin majakka,tmax,21.9
Helsinki Helsingin majakka,tmax,21.4
Helsinki Helsingin majakka,tmax,21.4
Helsinki Helsingin majakka,tmax,23.3
Helsinki Helsingin majakka,tmax,21.0
Helsinki Helsingin majakka,tmax,18.7
Helsinki Helsingin majakka,tmax,18.5
Helsinki Helsingin majakka,tmax,18.1
Helsinki Helsingin majakka,tmax,19.1
Helsinki Helsingin majakka,tmax,18.3
Helsinki Helsingin majakka,tmax,19.5
Helsinki Helsingin majakka,tmax,19.3
Helsinki Helsingin majakka,tmax,18.7
Helsinki Helsingin majakka,tmax,21.4
Helsinki Helsingin majakka,tmax,22.8
Helsinki Helsingin majakka,tmax,19.8
Helsinki Helsingin majakka,tmax,18.5
Helsinki Helsingin majakka,tmax,20.2
Helsinki Helsingin majakka,tmax,19.1
Helsinki Helsingin majakka,tmax,17.1
Helsinki Helsingin majakka,tmax,14.5
Helsinki Helsingin majakka,tmax,14.9
Helsinki Helsingin majakka,tmax,15.8
Helsinki Helsingin majakka,tmax,15.1
Helsinki Helsingin majakka,tmax,15.9
Helsinki Helsingin majakka,tmax,15.5
Helsinki Helsingin majakka,tmax,15.5
Helsinki Helsingin majakka,tmax,nan
Helsinki Helsingin majakka,tmax,nan
Helsinki Helsingin majakka,tmax,nan
Helsinki Helsingin majakka,tmax,nan
Helsinki Kumpula,tmin,19.2
Helsinki Kumpula,tmin,16.1
Helsinki Kumpula,tmin,16.0
Helsinki Kumpula,tmin,18.2
Helsinki Kumpula,tmin,17.3
Helsinki Kumpula,tmin,16.2
Helsinki Kumpula,tmin,11.2
Helsinki Kumpula,tmin,14.1
Helsinki Kumpula,tmin,13.1
Helsinki Kumpula,tmin,13.8
Helsinki Kumpula,tmin,11.9
Helsinki Kumpula,tmin,12.1
Helsinki Kumpula,tmin,10.4
Helsinki Kumpula,tmin,12.4
Helsinki Kumpula,tmin,15.6
Helsinki Kumpula,tmin,12.4
Helsinki Kumpula,tmin,10.6
Helsinki Kumpula,tmin,13.6
Helsinki Kumpula,tmin,12.5
Helsinki Kumpula,tmin,8.5
Helsinki Kumpula,tmin,6.6
Helsinki Kumpula,tmin,7.3
Helsinki Kumpula,tmin,5.9
Helsinki Kumpula,tmin,6.4
Helsinki Kumpula,tmin,9.2
Helsinki Kumpula,tmin,7.9
Helsinki Kumpula,tmin,8.3
Helsinki Kumpula,tmin,8.2
Helsinki Kumpula,tmin,13.4
Helsinki Kumpula,tmin,14.7
Helsinki Kumpula,tmin,14.4
Helsinki Kumpula,tmax,25.2
Helsinki Kumpula,tmax,24.2
Helsinki Kumpula,tmax,25.6
Helsinki Kumpula,tmax,28.1
Helsinki Kumpula,tmax,22.4
Helsinki Kumpula,tmax,20.9
Helsinki Kumpula,tmax,22.0
Helsinki Kumpula,tmax,21.8
Helsinki Kumpula,tmax,23.1
Helsinki Kumpula,tmax,22.0
Helsinki Kumpula,tmax,23.4
Helsinki Kumpula,tmax,20.4
Helsinki Kumpula,tmax,23.1
Helsinki Kumpula,tmax,23.3
Helsinki Kumpula,tmax,24.7
Helsinki Kumpula,tmax,20.1
Helsinki Kumpula,tmax,20.3
Helsinki Kumpula,tmax,21.8
Helsinki Kumpula,tmax,20.3
Helsinki Kumpula,tmax,17.2
Helsinki Kumpula,tmax,17.1
Helsinki Kumpula,tmax,16.7
Helsinki Kumpula,tmax,17.8
Helsinki Kumpula,tmax,17.6
Helsinki Kumpula,tmax,18.3
Helsinki Kumpula,tmax,19.0
Helsinki Kumpula,tmax,19.2
Helsinki Kumpula,tmax,18.9
Helsinki Kumpula,tmax,15.8
Helsinki Kumpula,tmax,18.0
Helsinki Kumpula,tmax,17.3
Helsinki Malmi lentokenttä,tmin,17.9
Helsinki Malmi lentokenttä,tmin,16.1
Helsinki Malmi lentokenttä,tmin,12.9
Helsinki Malmi lentokenttä,tmin,18.7
Helsinki Malmi lentokenttä,tmin,16.2
Helsinki Malmi lentokenttä,tmin,16.1
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmin,nan
Helsinki Malmi lentokenttä,tmax,24.7
Helsinki Malmi lentokenttä,tmax,23.4
Helsinki Malmi lentokenttä,tmax,25.4
Helsinki Malmi lentokenttä,tmax,27.3
Helsinki Malmi lentokenttä,tmax,21.9
Helsinki Malmi lentokenttä,tmax,20.3
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Helsinki Malmi lentokenttä,tmax,nan
Porvoo Kalbådagrund,tmin,18.4
Porvoo Kalbådagrund,tmin,16.3
Porvoo Kalbådagrund,tmin,18.3
Porvoo Kalbådagrund,tmin,19.1
Porvoo Kalbådagrund,tmin,17.0
Porvoo Kalbådagrund,tmin,13.4
Porvoo Kalbådagrund,tmin,14.0
Porvoo Kalbådagrund,tmin,16.2
Porvoo Kalbådagrund,tmin,17.1
Porvoo Kalbådagrund,tmin,16.9
Porvoo Kalbådagrund,tmin,14.7
Porvoo Kalbådagrund,tmin,13.2
Porvoo Kalbådagrund,tmin,14.5
Porvoo Kalbådagrund,tmin,16.9
Porvoo Kalbådagrund,tmin,18.3
Porvoo Kalbådagrund,tmin,13.4
Porvoo Kalbådagrund,tmin,11.2
Porvoo Kalbådagrund,tmin,13.8
Porvoo Kalbådagrund,tmin,15.5
Porvoo Kalbådagrund,tmin,11.4
Porvoo Kalbådagrund,tmin,11.4
Porvoo Kalbådagrund,tmin,11.0
Porvoo Kalbådagrund,tmin,12.5
Porvoo Kalbådagrund,tmin,10.9
Porvoo Kalbådagrund,tmin,10.4
Porvoo Kalbådagrund,tmin,11.0
Porvoo Kalbådagrund,tmin,10.2
Porvoo Kalbådagrund,tmin,13.3
Porvoo Kalbådagrund,tmin,13.7
Porvoo Kalbådagrund,tmin,15.0
Porvoo Kalbådagrund,tmin,15.2
Porvoo Kalbådagrund,tmax,23.2
Porvoo Kalbådagrund,tmax,21.5
Porvoo Kalbådagrund,tmax,22.2
Porvoo Kalbådagrund,tmax,23.3
Porvoo Kalbådagrund,tmax,20.9
Porvoo Kalbådagrund,tmax,18.3
Porvoo Kalbådagrund,tmax,18.1
Porvoo Kalbådagrund,tmax,18.2
Porvoo Kalbådagrund,tmax,19.8
Porvoo Kalbådagrund,tmax,18.5
Porvoo Kalbådagrund,tmax,19.4
Porvoo Kalbådagrund,tmax,19.4
Porvoo Kalbådagrund,tmax,18.5
Porvoo Kalbådagrund,tmax,20.0
Porvoo Kalbådagrund,tmax,22.8
Porvoo Kalbådagrund,tmax,19.8
Porvoo Kalbådagrund,tmax,18.2
Porvoo Kalbådagrund,tmax,19.4
Porvoo Kalbådagrund,tmax,18.4
Porvoo Kalbådagrund,tmax,16.8
Porvoo Kalbådagrund,tmax,14.8
Porvoo Kalbådagrund,tmax,17.1
Porvoo Kalbådagrund,tmax,16.5
Porvoo Kalbådagrund,tmax,15.4
Porvoo Kalbådagrund,tmax,15.1
Porvoo Kalbådagrund,tmax,15.7
Porvoo Kalbådagrund,tmax,15.7
Porvoo Kalbådagrund,tmax,16.1
Porvoo Kalbådagrund,tmax,16.4
Porvoo Kalbådagrund,tmax,16.6
Porvoo Kalbådagrund,tmax,16.2
Porvoo Emäsalo,tmin,20.6
Porvoo Emäsalo,tmin,17.2
Porvoo Emäsalo,tmin,19.9
Porvoo Emäsalo,tmin,21.3
Porvoo Emäsalo,tmin,17.6
Porvoo Emäsalo,tmin,16.4
Porvoo Emäsalo,tmin,13.1
Porvoo Emäsalo,tmin,14.1
Porvoo Emäsalo,tmin,15.5
Porvoo Emäsalo,tmin,16.8
Porvoo Emäsalo,tmin,14.2
Porvoo Emäsalo,tmin,14.1
Porvoo Emäsalo,tmin,12.6
Porvoo Emäsalo,tmin,13.7
Porvoo Emäsalo,tmin,17.1
Porvoo Emäsalo,tmin,13.0
Porvoo Emäsalo,tmin,9.9
Porvoo Emäsalo,tmin,13.9
Porvoo Emäsalo,tmin,14.3
Porvoo Emäsalo,tmin,9.0
Porvoo Emäsalo,tmin,7.9
Porvoo Emäsalo,tmin,10.1
Porvoo Emäsalo,tmin,9.0
Porvoo Emäsalo,tmin,8.4
Porvoo Emäsalo,tmin,9.7
Porvoo Emäsalo,tmin,9.5
Porvoo Emäsalo,tmin,10.2
Porvoo Emäsalo,tmin,10.3
Porvoo Emäsalo,tmin,13.7
Porvoo Emäsalo,tmin,14.9
Porvoo Emäsalo,tmin,14.5
Porvoo Emäsalo,tmax,24.4
Porvoo Emäsalo,tmax,22.9
Porvoo Emäsalo,tmax,25.2
Porvoo Emäsalo,tmax,25.8
Porvoo Emäsalo,tmax,23.2
Porvoo Emäsalo,tmax,20.6
Porvoo Emäsalo,tmax,20.1
Porvoo Emäsalo,tmax,20.5
Porvoo Emäsalo,tmax,21.9
Porvoo Emäsalo,tmax,21.3
Porvoo Emäsalo,tmax,23.3
Porvoo Emäsalo,tmax,19.5
Porvoo Emäsalo,tmax,21.1
Porvoo Emäsalo,tmax,21.4
Porvoo Emäsalo,tmax,23.2
Porvoo Emäsalo,tmax,19.7
Porvoo Emäsalo,tmax,21.0
Porvoo Emäsalo,tmax,21.6
Porvoo Emäsalo,tmax,20.4
Porvoo Emäsalo,tmax,17.4
Porvoo Emäsalo,tmax,16.9
Porvoo Emäsalo,tmax,15.3
Porvoo Emäsalo,tmax,17.5
Porvoo Emäsalo,tmax,16.4
Porvoo Emäsalo,tmax,17.8
Porvoo Emäsalo,tmax,17.8
Porvoo Emäsalo,tmax,17.7
Porvoo Emäsalo,tmax,17.7
Porvoo Emäsalo,tmax,15.7
Porvoo Emäsalo,tmax,16.5
Porvoo Emäsalo,tmax,16.2
Porvoo Harabacka,tmin,17.2
Porvoo Harabacka,tmin,16.2
Porvoo Harabacka,tmin,13.4
Porvoo Harabacka,tmin,17.4
Porvoo Harabacka,tmin,17.7
Porvoo Harabacka,tmin,15.1
Porvoo Harabacka,tmin,12.2
Porvoo Harabacka,tmin,11.8
Porvoo Harabacka,tmin,8.8
Porvoo Harabacka,tmin,12.3
Porvoo Harabacka,tmin,11.7
Porvoo Harabacka,tmin,11.2
Porvoo Harabacka,tmin,9.9
Porvoo Harabacka,tmin,9.6
Porvoo Harabacka,tmin,12.5
Porvoo Harabacka,tmin,12.3
Porvoo Harabacka,tmin,8.8
Porvoo Harabacka,tmin,13.7
Porvoo Harabacka,tmin,12.1
Porvoo Harabacka,tmin,7.2
Porvoo Harabacka,tmin,3.9
Porvoo Harabacka,tmin,4.5
Porvoo Harabacka,tmin,3.0
Porvoo Harabacka,tmin,6.1
Porvoo Harabacka,tmin,9.4
Porvoo Harabacka,tmin,8.3
Porvoo Harabacka,tmin,7.8
Porvoo Harabacka,tmin,6.6
Porvoo Harabacka,tmin,8.5
Porvoo Harabacka,tmin,14.0
Porvoo Harabacka,tmin,14.7
Porvoo Harabacka,tmax,25.5
Porvoo Harabacka,tmax,23.7
Porvoo Harabacka,tmax,25.6
Porvoo Harabacka,tmax,27.9
Porvoo Harabacka,tmax,22.0
Porvoo Harabacka,tmax,20.2
Porvoo Harabacka,tmax,21.7
Porvoo Harabacka,tmax,19.6
Porvoo Harabacka,tmax,23.1
Porvoo Harabacka,tmax,21.3
Porvoo Harabacka,tmax,23.2
Porvoo Harabacka,tmax,20.5
Porvoo Harabacka,tmax,22.6
Porvoo Harabacka,tmax,22.5
Porvoo Harabacka,tmax,24.0
Porvoo Harabacka,tmax,20.6
Porvoo Harabacka,tmax,20.9
Porvoo Harabacka,tmax,22.1
Porvoo Harabacka,tmax,20.5
Porvoo Harabacka,tmax,16.7
Porvoo Harabacka,tmax,15.8
Porvoo Harabacka,tmax,15.9
Porvoo Harabacka,tmax,18.9
Porvoo Harabacka,tmax,16.4
Porvoo Harabacka,tmax,17.3
Porvoo Harabacka,tmax,18.1
Porvoo Harabacka,tmax,18.1
Porvoo Harabacka,tmax,18.0
Porvoo Harabacka,tmax,16.2
Porvoo Harabacka,tmax,17.1
Porvoo Harabacka,tmax,17.5
Kotka Rankki,tmin,19.1
Kotka Rankki,tmin,18.3
Kotka Rankki,tmin,19.4
Kotka Rankki,tmin,21.4
Kotka Rankki,tmin,17.8
Kotka Rankki,tmin,13.8
Kotka Rankki,tmin,13.4
Kotka Rankki,tmin,15.4
Kotka Rankki,tmin,14.3
Kotka Rankki,tmin,16.2
Kotka Rankki,tmin,14.0
Kotka Rankki,tmin,13.8
Kotka Rankki,tmin,12.5
Kotka Rankki,tmin,12.9
Kotka Rankki,tmin,17.5
Kotka Rankki,tmin,13.3
Kotka Rankki,tmin,11.0
Kotka Rankki,tmin,14.3
Kotka Rankki,tmin,14.0
Kotka Rankki,tmin,10.3
Kotka Rankki,tmin,8.9
Kotka Rankki,tmin,10.2
Kotka Rankki,tmin,9.7
Kotka Rankki,tmin,9.2
Kotka Rankki,tmin,9.6
Kotka Rankki,tmin,9.5
Kotka Rankki,tmin,10.2
Kotka Rankki,tmin,11.1
Kotka Rankki,tmin,13.0
Kotka Rankki,tmin,14.6
Kotka Rankki,tmin,14.9
Kotka Rankki,tmax,26.1
Kotka Rankki,tmax,23.1
Kotka Rankki,tmax,25.7
Kotka Rankki,tmax,26.0
Kotka Rankki,tmax,23.7
Kotka Rankki,tmax,21.3
Kotka Rankki,tmax,19.9
Kotka Rankki,tmax,20.8
Kotka Rankki,tmax,21.3
Kotka Rankki,tmax,20.9
Kotka Rankki,tmax,24.4
Kotka Rankki,tmax,20.2
Kotka Rankki,tmax,22.4
Kotka Rankki,tmax,22.0
Kotka Rankki,tmax,24.1
Kotka Rankki,tmax,20.9
Kotka Rankki,tmax,20.9
Kotka Rankki,tmax,21.1
Kotka Rankki,tmax,19.7
Kotka Rankki,tmax,17.4
Kotka Rankki,tmax,16.7
Kotka Rankki,tmax,14.8
Kotka Rankki,tmax,16.4
Kotka Rankki,tmax,17.8
Kotka Rankki,tmax,15.6
Kotka Rankki,tmax,18.2
Kotka Rankki,tmax,17.0
Kotka Rankki,tmax,17.5
Kotka Rankki,tmax,16.3
Kotka Rankki,tmax,16.7
Kotka Rankki,tmax,18.1
Loviisa Orrengrund,tmin,20.7
Loviisa Orrengrund,tmin,17.7
Loviisa Orrengrund,tmin,20.1
Loviisa Orrengrund,tmin,21.8
Loviisa Orrengrund,tmin,17.9
Loviisa Orrengrund,tmin,17.4
Loviisa Orrengrund,tmin,13.0
Loviisa Orrengrund,tmin,14.8
Loviisa Orrengrund,tmin,16.4
Loviisa Orrengrund,tmin,16.4
Loviisa Orrengrund,tmin,15.3
Loviisa Orrengrund,tmin,14.8
Loviisa Orrengrund,tmin,14.2
Loviisa Orrengrund,tmin,15.9
Loviisa Orrengrund,tmin,17.4
Loviisa Orrengrund,tmin,13.1
Loviisa Orrengrund,tmin,11.5
Loviisa Orrengrund,tmin,14.5
Loviisa Orrengrund,tmin,14.3
Loviisa Orrengrund,tmin,11.3
Loviisa Orrengrund,tmin,10.8
Loviisa Orrengrund,tmin,10.4
Loviisa Orrengrund,tmin,10.3
Loviisa Orrengrund,tmin,10.8
Loviisa Orrengrund,tmin,11.1
Loviisa Orrengrund,tmin,10.9
Loviisa Orrengrund,tmin,11.4
Loviisa Orrengrund,tmin,11.8
Loviisa Orrengrund,tmin,14.6
Loviisa Orrengrund,tmin,15.1
Loviisa Orrengrund,tmin,14.9
Loviisa Orrengrund,tmax,24.4
Loviisa Orrengrund,tmax,23.3
Loviisa Orrengrund,tmax,24.5
Loviisa Orrengrund,tmax,25.3
Loviisa Orrengrund,tmax,23.3
Loviisa Orrengrund,tmax,21.2
Loviisa Orrengrund,tmax,20.0
Loviisa Orrengrund,tmax,20.2
Loviisa Orrengrund,tmax,21.1
Loviisa Orrengrund,tmax,21.2
Loviisa Orrengrund,tmax,21.4
Loviisa Orrengrund,tmax,19.6
Loviisa Orrengrund,tmax,20.7
Loviisa Orrengrund,tmax,20.5
Loviisa Orrengrund,tmax,21.5
Loviisa Orrengrund,tmax,20.0
Loviisa Orrengrund,tmax,18.7
Loviisa Orrengrund,tmax,18.8
Loviisa Orrengrund,tmax,19.0
Loviisa Orrengrund,tmax,16.3
Loviisa Orrengrund,tmax,16.6
Loviisa Orrengrund,tmax,14.4
Loviisa Orrengrund,tmax,15.6
Loviisa Orrengrund,tmax,17.1
Loviisa Orrengrund,tmax,16.4
Loviisa Orrengrund,tmax,16.4
Loviisa Orrengrund,tmax,17.2
Loviisa Orrengrund,tmax,17.5
Loviisa Orrengrund,tmax,16.6
Loviisa Orrengrund,tmax,17.3
Loviisa Orrengrund,tmax,17.6
Kotka Haapasaari,tmin,19.2
Kotka Haapasaari,tmin,18.8
Kotka Haapasaari,tmin,21.0
Kotka Haapasaari,tmin,21.8
Kotka Haapasaari,tmin,19.6
Kotka Haapasaari,tmin,18.1
Kotka Haapasaari,tmin,13.8
Kotka Haapasaari,tmin,15.1
Kotka Haapasaari,tmin,16.9
Kotka Haapasaari,tmin,17.5
Kotka Haapasaari,tmin,16.1
Kotka Haapasaari,tmin,15.8
Kotka Haapasaari,tmin,15.0
Kotka Haapasaari,tmin,17.0
Kotka Haapasaari,tmin,18.8
Kotka Haapasaari,tmin,14.4
Kotka Haapasaari,tmin,11.9
Kotka Haapasaari,tmin,15.1
Kotka Haapasaari,tmin,15.3
Kotka Haapasaari,tmin,11.5
Kotka Haapasaari,tmin,11.0
Kotka Haapasaari,tmin,10.3
Kotka Haapasaari,tmin,11.9
Kotka Haapasaari,tmin,11.4
Kotka Haapasaari,tmin,10.9
Kotka Haapasaari,tmin,10.3
Kotka Haapasaari,tmin,12.2
Kotka Haapasaari,tmin,13.1
Kotka Haapasaari,tmin,14.7
Kotka Haapasaari,tmin,15.0
Kotka Haapasaari,tmin,15.5
Kotka Haapasaari,tmax,25.5
Kotka Haapasaari,tmax,22.3
Kotka Haapasaari,tmax,24.8
Kotka Haapasaari,tmax,25.4
Kotka Haapasaari,tmax,24.0
Kotka Haapasaari,tmax,20.5
Kotka Haapasaari,tmax,19.6
Kotka Haapasaari,tmax,19.2
Kotka Haapasaari,tmax,21.0
Kotka Haapasaari,tmax,20.1
Kotka Haapasaari,tmax,21.1
Kotka Haapasaari,tmax,19.8
Kotka Haapasaari,tmax,19.4
Kotka Haapasaari,tmax,20.2
Kotka Haapasaari,tmax,22.3
Kotka Haapasaari,tmax,22.0
Kotka Haapasaari,tmax,19.9
Kotka Haapasaari,tmax,19.0
Kotka Haapasaari,tmax,18.5
Kotka Haapasaari,tmax,16.5
Kotka Haapasaari,tmax,15.7
Kotka Haapasaari,tmax,15.5
Kotka Haapasaari,tmax,16.9
Kotka Haapasaari,tmax,17.1
Kotka Haapasaari,tmax,16.5
Kotka Haapasaari,tmax,16.8
Kotka Haapasaari,tmax,16.3
Kotka Haapasaari,tmax,16.3
Kotka Haapasaari,tmax,16.7
Kotka Haapasaari,tmax,17.0
Kotka Haapasaari,tmax,16.6
Pori lentoasema,tmin,15.9
Pori lentoasema,tmin,17.0
Pori lentoasema,tmin,11.6
Pori lentoasema,tmin,13.4
Pori lentoasema,tmin,16.4
Pori lentoasema,tmin,11.8
Pori lentoasema,tmin,8.3
Pori lentoasema,tmin,10.8
Pori lentoasema,tmin,11.1
Pori lentoasema,tmin,12.7
Pori lentoasema,tmin,10.7
Pori lentoasema,tmin,10.0
Pori lentoasema,tmin,9.1
Pori lentoasema,tmin,9.9
Pori lentoasema,tmin,14.5
Pori lentoasema,tmin,10.7
Pori lentoasema,tmin,9.6
Pori lentoasema,tmin,8.0
Pori lentoasema,tmin,10.2
Pori lentoasema,tmin,4.6
Pori lentoasema,tmin,4.5
Pori lentoasema,tmin,3.5
Pori lentoasema,tmin,2.9
Pori lentoasema,tmin,6.6
Pori lentoasema,tmin,7.1
Pori lentoasema,tmin,7.4
Pori lentoasema,tmin,6.6
Pori lentoasema,tmin,3.8
Pori lentoasema,tmin,6.5
Pori lentoasema,tmin,11.9
Pori lentoasema,tmin,12.5
Pori lentoasema,tmax,28.1
Pori lentoasema,tmax,22.3
Pori lentoasema,tmax,24.5
Pori lentoasema,tmax,27.0
Pori lentoasema,tmax,21.4
Pori lentoasema,tmax,19.0
Pori lentoasema,tmax,21.0
Pori lentoasema,tmax,21.0
Pori lentoasema,tmax,21.2
Pori lentoasema,tmax,22.4
Pori lentoasema,tmax,19.6
Pori lentoasema,tmax,20.0
Pori lentoasema,tmax,22.7
Pori lentoasema,tmax,25.4
Pori lentoasema,tmax,25.1
Pori lentoasema,tmax,20.6
Pori lentoasema,tmax,15.5
Pori lentoasema,tmax,19.7
Pori lentoasema,tmax,16.1
Pori lentoasema,tmax,16.2
Pori lentoasema,tmax,15.3
Pori lentoasema,tmax,14.8
Pori lentoasema,tmax,16.2
Pori lentoasema,tmax,15.3
Pori lentoasema,tmax,17.8
Pori lentoasema,tmax,16.9
Pori lentoasema,tmax,17.3
Pori lentoasema,tmax,19.6
Pori lentoasema,tmax,20.2
Pori lentoasema,tmax,15.0
Pori lentoasema,tmax,15.8
Kustavi Isokari,tmin,18.3
Kustavi Isokari,tmin,17.6
Kustavi Isokari,tmin,18.8
Kustavi Isokari,tmin,18.4
Kustavi Isokari,tmin,16.1
Kustavi Isokari,tmin,14.4
Kustavi Isokari,tmin,16.2
Kustavi Isokari,tmin,16.5
Kustavi Isokari,tmin,17.5
Kustavi Isokari,tmin,17.3
Kustavi Isokari,tmin,16.1
Kustavi Isokari,tmin,16.1
Kustavi Isokari,tmin,16.1
