station,param,value
Porvoo Kilpilahti satama,tmin,20.7
Porvoo Kilpilahti satama,tmin,16.7
Porvoo Kilpilahti satama,tmin,16.4
Porvoo Kilpilahti satama,tmin,20.8
Porvoo Kilpilahti satama,tmin,18.2
Porvoo Kilpilahti satama,tmin,15.0
Porvoo Kilpilahti satama,tmin,12.6
Porvoo Kilpilahti satama,tmin,14.3
Porvoo Kilpilahti satama,tmin,13.5
Porvoo Kilpilahti satama,tmin,14.0
Porvoo Kilpilahti satama,tmin,13.6
Porvoo Kilpilahti satama,tmin,13.2
Porvoo Kilpilahti satama,tmin,12.2
Porvoo Kilpilahti satama,tmin,12.2
Porvoo Kilpilahti satama,tmin,14.7
Porvoo Kilpilahti satama,tmin,13.1
Porvoo Kilpilahti satama,tmin,10.0
Porvoo Kilpilahti satama,tmin,14.1
Porvoo Kilpilahti satama,tmin,13.3
Porvoo Kilpilahti satama,tmin,9.0
Porvoo Kilpilahti satama,tmin,8.2
Porvoo Kilpilahti satama,tmin,8.8
Porvoo Kilpilahti satama,tmin,7.4
Porvoo Kilpilahti satama,tmin,8.1
Porvoo Kilpilahti satama,tmin,10.0
Porvoo Kilpilahti satama,tmin,9.1
Porvoo Kilpilahti satama,tmin,9.9
Porvoo Kilpilahti satama,tmin,9.7
Porvoo Kilpilahti satama,tmin,12.3
Porvoo Kilpilahti satama,tmin,14.6
Porvoo Kilpilahti satama,tmin,14.7
Porvoo Kilpilahti satama,tmax,25.6
Porvoo Kilpilahti satama,tmax,22.9
Porvoo Kilpilahti satama,tmax,24.2
Porvoo Kilpilahti satama,tmax,26.1
Porvoo Kilpilahti satama,tmax,22.7
Porvoo Kilpilahti satama,tmax,20.1
Porvoo Kilpilahti satama,tmax,20.4
Porvoo Kilpilahti satama,tmax,19.7
Porvoo Kilpilahti satama,tmax,21.9
Porvoo Kilpilahti satama,tmax,21.1
Porvoo Kilpilahti satama,tmax,23.2
Porvoo Kilpilahti satama,tmax,19.4
Porvoo Kilpilahti satama,tmax,22.8
Porvoo Kilpilahti satama,tmax,19.1
Porvoo Kilpilahti satama,tmax,22.5
Porvoo Kilpilahti satama,tmax,20.3
Porvoo Kilpilahti satama,tmax,20.6
Porvoo Kilpilahti satama,tmax,21.6
Porvoo Kilpilahti satama,tmax,20.7
Porvoo Kilpilahti satama,tmax,16.2
Porvoo Kilpilahti satama,tmax,15.5
Porvoo Kilpilahti satama,tmax,14.0
Porvoo Kilpilahti satama,tmax,16.8
Porvoo Kilpilahti satama,tmax,15.9
Porvoo Kilpilahti satama,tmax,16.6
Porvoo Kilpilahti satama,tmax,17.5
Porvoo Kilpilahti satama,tmax,18.0
Porvoo Kilpilahti satama,tmax,15.2
Porvoo Kilpilahti satama,tmax,16.0
Porvoo Kilpilahti satama,tmax,16.4
Porvoo Kilpilahti satama,tmax,16.7
Jomala Maarianhamina lentoasema,tmin,13.0
Jomala Maarianhamina lentoasema,tmin,17.0
Jomala Maarianhamina lentoasema,tmin,18.1
Jomala Maarianhamina lentoasema,tmin,17.7
Jomala Maarianhamina lentoasema,tmin,15.8
Jomala Maarianhamina lentoasema,tmin,15.3
Jomala Maarianhamina lentoasema,tmin,14.8
Jomala Maarianhamina lentoasema,tmin,15.3
Jomala Maarianhamina lentoasema,tmin,16.4
Jomala Maarianhamina lentoasema,tmin,12.6
Jomala Maarianhamina lentoasema,tmin,9.7
Jomala Maarianhamina lentoasema,tmin,14.4
Jomala Maarianhamina lentoasema,tmin,10.2
Jomala Maarianhamina lentoasema,tmin,12.1
Jomala Maarianhamina lentoasema,tmin,18.0
Jomala Maarianhamina lentoasema,tmin,11.5
Jomala Maarianhamina lentoasema,tmin,11.4
Jomala Maarianhamina lentoasema,tmin,7.7
Jomala Maarianhamina lentoasema,tmin,11.8
Jomala Maarianhamina lentoasema,tmin,9.7
Jomala Maarianhamina lentoasema,tmin,6.7
Jomala Maarianhamina lentoasema,tmin,4.0
Jomala Maarianhamina lentoasema,tmin,9.2
Jomala Maarianhamina lentoasema,tmin,10.7
Jomala Maarianhamina lentoasema,tmin,9.2
Jomala Maarianhamina lentoasema,tmin,6.8
Jomala Maarianhamina lentoasema,tmin,5.3
Jomala Maarianhamina lentoasema,tmin,7.1
Jomala Maarianhamina lentoasema,tmin,12.8
Jomala Maarianhamina lentoasema,tmin,13.9
Jomala Maarianhamina lentoasema,tmin,11.8
Jomala Maarianhamina lentoasema,tmax,22.1
Jomala Maarianhamina lentoasema,tmax,20.8
Jomala Maarianhamina lentoasema,tmax,22.2
Jomala Maarianhamina lentoasema,tmax,21.6
Jomala Maarianhamina lentoasema,tmax,19.9
Jomala Maarianhamina lentoasema,tmax,19.9
Jomala Maarianhamina lentoasema,tmax,19.9
Jomala Maarianhamina lentoasema,tmax,19.6
Jomala Maarianhamina lentoasema,tmax,19.1
Jomala Maarianhamina lentoasema,tmax,21.5
Jomala Maarianhamina lentoasema,tmax,21.3
Jomala Maarianhamina lentoasema,tmax,19.5
Jomala Maarianhamina lentoasema,tmax,20.7
Jomala Maarianhamina lentoasema,tmax,21.8
Jomala Maarianhamina lentoasema,tmax,21.6
Jomala Maarianhamina lentoasema,tmax,19.5
Jomala Maarianhamina lentoasema,tmax,15.4
Jomala Maarianhamina lentoasema,tmax,20.5
Jomala Maarianhamina lentoasema,tmax,15.8
Jomala Maarianhamina lentoasema,tmax,16.4
Jomala Maarianhamina lentoasema,tmax,16.4
Jomala Maarianhamina lentoasema,tmax,15.7
Jomala Maarianhamina lentoasema,tmax,16.0
Jomala Maarianhamina lentoasema,tmax,16.2
Jomala Maarianhamina lentoasema,tmax,16.2
Jomala Maarianhamina lentoasema,tmax,15.6
Jomala Maarianhamina lentoasema,tmax,15.9
Jomala Maarianhamina lentoasema,tmax,17.7
Jomala Maarianhamina lentoasema,tmax,16.4
Jomala Maarianhamina lentoasema,tmax,15.1
Jomala Maarianhamina lentoasema,tmax,16.5
Parainen Utö,tmin,18.1
Parainen Utö,tmin,17.5
Parainen Utö,tmin,18.6
Parainen Utö,tmin,18.8
Parainen Utö,tmin,16.8
Parainen Utö,tmin,15.8
Parainen Utö,tmin,15.6
Parainen Utö,tmin,16.2
Parainen Utö,tmin,16.6
Parainen Utö,tmin,16.3
Parainen Utö,tmin,16.9
Parainen Utö,tmin,16.1
Parainen Utö,tmin,16.0
Parainen Utö,tmin,17.2
Parainen Utö,tmin,18.2
Parainen Utö,tmin,12.2
Parainen Utö,tmin,12.3
Parainen Utö,tmin,14.9
Parainen Utö,tmin,13.4
Parainen Utö,tmin,13.3
Parainen Utö,tmin,12.3
Parainen Utö,tmin,10.8
Parainen Utö,tmin,11.8
Parainen Utö,tmin,11.6
Parainen Utö,tmin,10.2
Parainen Utö,tmin,11.2
Parainen Utö,tmin,13.1
Parainen Utö,tmin,13.0
Parainen Utö,tmin,14.6
Parainen Utö,tmin,14.6
Parainen Utö,tmin,14.5
Parainen Utö,tmax,23.0
Parainen Utö,tmax,22.3
Parainen Utö,tmax,22.6
Parainen Utö,tmax,22.9
Parainen Utö,tmax,21.4
Parainen Utö,tmax,19.1
Parainen Utö,tmax,19.3
Parainen Utö,tmax,20.7
Parainen Utö,tmax,20.0
Parainen Utö,tmax,20.4
Parainen Utö,tmax,21.1
Parainen Utö,tmax,20.0
Parainen Utö,tmax,20.9
Parainen Utö,tmax,22.9
Parainen Utö,tmax,22.4
Parainen Utö,tmax,19.1
Parainen Utö,tmax,17.8
Parainen Utö,tmax,20.1
Parainen Utö,tmax,16.9
Parainen Utö,tmax,16.4
Parainen Utö,tmax,16.0
Parainen Utö,tmax,16.5
Parainen Utö,tmax,16.5
Parainen Utö,tmax,16.1
Parainen Utö,tmax,16.0
Parainen Utö,tmax,17.0
Parainen Utö,tmax,16.6
Parainen Utö,tmax,17.5
Parainen Utö,tmax,15.7
Parainen Utö,tmax,16.0
Parainen Utö,tmax,16.5
Lemland Nyhamn,tmin,17.6
Lemland Nyhamn,tmin,17.0
Lemland Nyhamn,tmin,18.1
Lemland Nyhamn,tmin,18.6
Lemland Nyhamn,tmin,16.1
Lemland Nyhamn,tmin,15.9
Lemland Nyhamn,tmin,15.6
Lemland Nyhamn,tmin,16.1
Lemland Nyhamn,tmin,16.0
Lemland Nyhamn,tmin,16.6
Lemland Nyhamn,tmin,16.6
Lemland Nyhamn,tmin,15.7
Lemland Nyhamn,tmin,16.6
Lemland Nyhamn,tmin,17.2
Lemland Nyhamn,tmin,18.0
Lemland Nyhamn,tmin,11.6
Lemland Nyhamn,tmin,11.1
Lemland Nyhamn,tmin,12.7
Lemland Nyhamn,tmin,12.4
Lemland Nyhamn,tmin,12.0
Lemland Nyhamn,tmin,12.5
Lemland Nyhamn,tmin,11.3
Lemland Nyhamn,tmin,9.4
Lemland Nyhamn,tmin,11.5
Lemland Nyhamn,tmin,9.8
Lemland Nyhamn,tmin,11.5
Lemland Nyhamn,tmin,12.0
Lemland Nyhamn,tmin,14.0
Lemland Nyhamn,tmin,14.1
Lemland Nyhamn,tmin,14.0
Lemland Nyhamn,tmin,13.9
Lemland Nyhamn,tmax,20.7
Lemland Nyhamn,tmax,19.6
Lemland Nyhamn,tmax,20.0
Lemland Nyhamn,tmax,20.2
Lemland Nyhamn,tmax,18.9
Lemland Nyhamn,tmax,18.5
Lemland Nyhamn,tmax,18.2
Lemland Nyhamn,tmax,18.1
Lemland Nyhamn,tmax,18.0
Lemland Nyhamn,tmax,19.8
Lemland Nyhamn,tmax,19.4
Lemland Nyhamn,tmax,19.9
Lemland Nyhamn,tmax,19.3
Lemland Nyhamn,tmax,19.7
Lemland Nyhamn,tmax,19.5
Lemland Nyhamn,tmax,18.6
Lemland Nyhamn,tmax,14.7
Lemland Nyhamn,tmax,17.2
Lemland Nyhamn,tmax,16.7
Lemland Nyhamn,tmax,16.4
Lemland Nyhamn,tmax,14.6
Lemland Nyhamn,tmax,15.3
Lemland Nyhamn,tmax,15.7
Lemland Nyhamn,tmax,14.8
Lemland Nyhamn,tmax,15.7
Lemland Nyhamn,tmax,15.6
Lemland Nyhamn,tmax,14.7
Lemland Nyhamn,tmax,16.0
Lemland Nyhamn,tmax,15.5
Lemland Nyhamn,tmax,14.9
Lemland Nyhamn,tmax,15.8
Jomala Jomalaby,tmin,13.0
Jomala Jomalaby,tmin,16.5
Jomala Jomalaby,tmin,17.3
Jomala Jomalaby,tmin,17.3
Jomala Jomalaby,tmin,15.4
Jomala Jomalaby,tmin,14.9
Jomala Jomalaby,tmin,12.8
Jomala Jomalaby,tmin,13.6
Jomala Jomalaby,tmin,13.8
Jomala Jomalaby,tmin,12.0
Jomala Jomalaby,tmin,11.1
Jomala Jomalaby,tmin,11.4
Jomala Jomalaby,tmin,9.6
Jomala Jomalaby,tmin,13.7
Jomala Jomalaby,tmin,17.8
Jomala Jomalaby,tmin,10.4
Jomala Jomalaby,tmin,11.3
Jomala Jomalaby,tmin,8.2
Jomala Jomalaby,tmin,13.1
Jomala Jomalaby,tmin,8.9
Jomala Jomalaby,tmin,6.6
Jomala Jomalaby,tmin,4.7
Jomala Jomalaby,tmin,9.7
Jomala Jomalaby,tmin,10.4
Jomala Jomalaby,tmin,9.1
Jomala Jomalaby,tmin,7.8
Jomala Jomalaby,tmin,6.3
Jomala Jomalaby,tmin,8.2
Jomala Jomalaby,tmin,13.7
Jomala Jomalaby,tmin,13.8
Jomala Jomalaby,tmin,13.6
Jomala Jomalaby,tmax,22.9
Jomala Jomalaby,tmax,22.0
Jomala Jomalaby,tmax,22.6
Jomala Jomalaby,tmax,22.9
Jomala Jomalaby,tmax,20.6
Jomala Jomalaby,tmax,19.6
Jomala Jomalaby,tmax,20.8
Jomala Jomalaby,tmax,20.8
Jomala Jomalaby,tmax,19.9
Jomala Jomalaby,tmax,22.0
Jomala Jomalaby,tmax,22.0
Jomala Jomalaby,tmax,20.4
Jomala Jomalaby,tmax,22.9
Jomala Jomalaby,tmax,24.5
Jomala Jomalaby,tmax,23.8
Jomala Jomalaby,tmax,18.8
Jomala Jomalaby,tmax,14.7
Jomala Jomalaby,tmax,20.4
Jomala Jomalaby,tmax,16.3
Jomala Jomalaby,tmax,17.1
Jomala Jomalaby,tmax,15.9
Jomala Jomalaby,tmax,14.7
Jomala Jomalaby,tmax,16.3
Jomala Jomalaby,tmax,16.4
Jomala Jomalaby,tmax,16.3
Jomala Jomalaby,tmax,16.6
Jomala Jomalaby,tmax,17.5
Jomala Jomalaby,tmax,19.3
Jomala Jomalaby,tmax,15.9
Jomala Jomalaby,tmax,15.0
Jomala Jomalaby,tmax,16.6
Hammarland Märket,tmin,17.6
Hammarland Märket,tmin,16.7
Hammarland Märket,tmin,17.8
Hammarland Märket,tmin,17.0
Hammarland Märket,tmin,15.1
Hammarland Märket,tmin,14.8
Hammarland Märket,tmin,14.1
Hammarland Märket,tmin,15.0
Hammarland Märket,tmin,14.7
Hammarland Märket,tmin,15.5
Hammarland Märket,tmin,16.1
Hammarland Märket,tmin,14.3
Hammarland Märket,tmin,16.2
Hammarland Märket,tmin,17.0
Hammarland Märket,tmin,14.9
Hammarland Märket,tmin,12.8
Hammarland Märket,tmin,12.0
Hammarland Märket,tmin,14.1
Hammarland Märket,tmin,12.7
Hammarland Märket,tmin,12.1
Hammarland Märket,tmin,12.1
Hammarland Märket,tmin,11.3
Hammarland Märket,tmin,10.1
Hammarland Märket,tmin,11.6
Hammarland Märket,tmin,11.6
Hammarland Märket,tmin,12.5
Hammarland Märket,tmin,12.0
Hammarland Märket,tmin,13.2
Hammarland Märket,tmin,14.2
Hammarland Märket,tmin,13.4
Hammarland Märket,tmin,13.4
Hammarland Märket,tmax,21.3
Hammarland Märket,tmax,19.6
Hammarland Märket,tmax,19.4
Hammarland Märket,tmax,19.4
Hammarland Märket,tmax,19.2
Hammarland Märket,tmax,17.9
Hammarland Märket,tmax,19.7
Hammarland Märket,tmax,18.6
Hammarland Märket,tmax,18.9
Hammarland Märket,tmax,22.5
Hammarland Märket,tmax,19.3
Hammarland Märket,tmax,19.5
Hammarland Märket,tmax,19.4
Hammarland Märket,tmax,20.4
Hammarland Märket,tmax,21.6
Hammarland Märket,tmax,16.4
Hammarland Märket,tmax,15.1
Hammarland Märket,tmax,18.1
Hammarland Märket,tmax,16.4
Hammarland Märket,tmax,14.9
Hammarland Märket,tmax,13.9
Hammarland Märket,tmax,13.4
Hammarland Märket,tmax,13.2
Hammarland Märket,tmax,14.0
Hammarland Märket,tmax,14.1
Hammarland Märket,tmax,13.9
Hammarland Märket,tmax,15.6
Hammarland Märket,tmax,15.5
Hammarland Märket,tmax,15.7
Hammarland Märket,tmax,14.6
Hammarland Märket,tmax,14.4
Parainen Fagerholm,tmin,17.9
Parainen Fagerholm,tmin,17.8
Parainen Fagerholm,tmin,19.4
Parainen Fagerholm,tmin,18.1
Parainen Fagerholm,tmin,16.5
Parainen Fagerholm,tmin,16.7
Parainen Fagerholm,tmin,16.6
Parainen Fagerholm,tmin,16.9
Parainen Fagerholm,tmin,17.4
Parainen Fagerholm,tmin,17.0
Parainen Fagerholm,tmin,16.0
Parainen Fagerholm,tmin,16.4
Parainen Fagerholm,tmin,14.8
Parainen Fagerholm,tmin,17.4
Parainen Fagerholm,tmin,19.0
Parainen Fagerholm,tmin,12.1
Parainen Fagerholm,tmin,11.1
Parainen Fagerholm,tmin,14.5
Parainen Fagerholm,tmin,14.4
Parainen Fagerholm,tmin,11.9
Parainen Fagerholm,tmin,11.5
Parainen Fagerholm,tmin,10.3
Parainen Fagerholm,tmin,10.5
Parainen Fagerholm,tmin,11.3
Parainen Fagerholm,tmin,10.0
Parainen Fagerholm,tmin,10.9
Parainen Fagerholm,tmin,11.5
Parainen Fagerholm,tmin,12.9
Parainen Fagerholm,tmin,14.5
Parainen Fagerholm,tmin,14.2
Parainen Fagerholm,tmin,14.5
Parainen Fagerholm,tmax,23.2
Parainen Fagerholm,tmax,21.3
Parainen Fagerholm,tmax,22.6
Parainen Fagerholm,tmax,22.6
Parainen Fagerholm,tmax,20.3
Parainen Fagerholm,tmax,19.0
Parainen Fagerholm,tmax,19.0
Parainen Fagerholm,tmax,20.0
Parainen Fagerholm,tmax,20.2
Parainen Fagerholm,tmax,20.9
Parainen Fagerholm,tmax,19.4
Parainen Fagerholm,tmax,18.8
Parainen Fagerholm,tmax,20.3
Parainen Fagerholm,tmax,20.9
Parainen Fagerholm,tmax,21.9
Parainen Fagerholm,tmax,19.6
Parainen Fagerholm,tmax,16.8
Parainen Fagerholm,tmax,18.9
Parainen Fagerholm,tmax,16.6
Parainen Fagerholm,tmax,15.3
Parainen Fagerholm,tmax,15.3
Parainen Fagerholm,tmax,15.0
Parainen Fagerholm,tmax,15.8
Parainen Fagerholm,tmax,15.4
Parainen Fagerholm,tmax,16.0
Parainen Fagerholm,tmax,15.1
Parainen Fagerholm,tmax,16.1
Parainen Fagerholm,tmax,17.4
Parainen Fagerholm,tmax,16.1
Parainen Fagerholm,tmax,15.9
Parainen Fagerholm,tmax,15.9
Kumlinge kirkonkylä,tmin,16.8
Kumlinge kirkonkylä,tmin,16.9
Kumlinge kirkonkylä,tmin,18.1
Kumlinge kirkonkylä,tmin,18.0
Kumlinge kirkonkylä,tmin,16.1
Kumlinge kirkonkylä,tmin,15.9
Kumlinge kirkonkylä,tmin,15.6
Kumlinge kirkonkylä,tmin,16.2
Kumlinge kirkonkylä,tmin,16.1
Kumlinge kirkonkylä,tmin,15.8
Kumlinge kirkonkylä,tmin,16.7
Kumlinge kirkonkylä,tmin,15.1
Kumlinge kirkonkylä,tmin,14.9
Kumlinge kirkonkylä,tmin,16.8
Kumlinge kirkonkylä,tmin,18.2
Kumlinge kirkonkylä,tmin,11.9
Kumlinge kirkonkylä,tmin,12.2
Kumlinge kirkonkylä,tmin,14.4
Kumlinge kirkonkylä,tmin,13.6
Kumlinge kirkonkylä,tmin,12.1
Kumlinge kirkonkylä,tmin,9.9
Kumlinge kirkonkylä,tmin,9.2
Kumlinge kirkonkylä,tmin,10.4
Kumlinge kirkonkylä,tmin,11.2
Kumlinge kirkonkylä,tmin,10.1
Kumlinge kirkonkylä,tmin,11.7
Kumlinge kirkonkylä,tmin,12.5
Kumlinge kirkonkylä,tmin,12.4
Kumlinge kirkonkylä,tmin,13.8
Kumlinge kirkonkylä,tmin,13.7
Kumlinge kirkonkylä,tmin,13.9
Kumlinge kirkonkylä,tmax,23.1
Kumlinge kirkonkylä,tmax,21.3
Kumlinge kirkonkylä,tmax,22.6
Kumlinge kirkonkylä,tmax,22.5
Kumlinge kirkonkylä,tmax,20.9
Kumlinge kirkonkylä,tmax,19.5
Kumlinge kirkonkylä,tmax,20.6
Kumlinge kirkonkylä,tmax,21.2
Kumlinge kirkonkylä,tmax,20.3
Kumlinge kirkonkylä,tmax,21.6
Kumlinge kirkonkylä,tmax,19.8
Kumlinge kirkonkylä,tmax,19.4
Kumlinge kirkonkylä,tmax,20.9
Kumlinge kirkonkylä,tmax,22.7
Kumlinge kirkonkylä,tmax,22.7
Kumlinge kirkonkylä,tmax,19.3
Kumlinge kirkonkylä,tmax,14.8
Kumlinge kirkonkylä,tmax,17.7
Kumlinge kirkonkylä,tmax,16.5
Kumlinge kirkonkylä,tmax,15.6
Kumlinge kirkonkylä,tmax,15.3
Kumlinge kirkonkylä,tmax,14.0
Kumlinge kirkonkylä,tmax,15.2
Kumlinge kirkonkylä,tmax,15.1
Kumlinge kirkonkylä,tmax,15.1
Kumlinge kirkonkylä,tmax,15.6
Kumlinge kirkonkylä,tmax,17.4
Kumlinge kirkonkylä,tmax,17.7
Kumlinge kirkonkylä,tmax,15.7
Kumlinge kirkonkylä,tmax,14.9
Kumlinge kirkonkylä,tmax,15.5
Hanko Russarö,tmin,18.7
Hanko Russarö,tmin,17.7
Hanko Russarö,tmin,18.8
Hanko Russarö,tmin,20.3
Hanko Russarö,tmin,17.5
Hanko Russarö,tmin,16.0
Hanko Russarö,tmin,16.2
Hanko Russarö,tmin,15.9
Hanko Russarö,tmin,17.0
Hanko Russarö,tmin,16.9
Hanko Russarö,tmin,16.5
Hanko Russarö,tmin,15.1
Hanko Russarö,tmin,14.8
Hanko Russarö,tmin,15.4
Hanko Russarö,tmin,15.9
Hanko Russarö,tmin,11.7
Hanko Russarö,tmin,11.6
Hanko Russarö,tmin,12.2
Hanko Russarö,tmin,13.5
Hanko Russarö,tmin,10.8
Hanko Russarö,tmin,10.3
Hanko Russarö,tmin,10.5
Hanko Russarö,tmin,10.6
Hanko Russarö,tmin,9.2
Hanko Russarö,tmin,11.1
Hanko Russarö,tmin,11.2
Hanko Russarö,tmin,11.6
Hanko Russarö,tmin,10.9
Hanko Russarö,tmin,14.4
Hanko Russarö,tmin,15.1
Hanko Russarö,tmin,14.6
Hanko Russarö,tmax,22.3
Hanko Russarö,tmax,22.4
Hanko Russarö,tmax,23.1
Hanko Russarö,tmax,24.3
Hanko Russarö,tmax,21.0
Hanko Russarö,tmax,19.4
Hanko Russarö,tmax,20.0
Hanko Russarö,tmax,20.7
Hanko Russarö,tmax,20.8
Hanko Russarö,tmax,21.1
Hanko Russarö,tmax,21.4
Hanko Russarö,tmax,20.3
Hanko Russarö,tmax,20.7
Hanko Russarö,tmax,21.4
Hanko Russarö,tmax,22.6
Hanko Russarö,tmax,19.0
Hanko Russarö,tmax,20.5
Hanko Russarö,tmax,20.7
Hanko Russarö,tmax,17.8
Hanko Russarö,tmax,17.6
Hanko Russarö,tmax,17.4
Hanko Russarö,tmax,16.2
Hanko Russarö,tmax,17.5
Hanko Russarö,tmax,16.9
Hanko Russarö,tmax,18.3
Hanko Russarö,tmax,17.9
Hanko Russarö,tmax,17.1
Hanko Russarö,tmax,18.5
Hanko Russarö,tmax,16.4
Hanko Russarö,tmax,17.2
Hanko Russarö,tmax,16.3
Kaarina Yltöinen,tmin,18.7
Kaarina Yltöinen,tmin,16.4
Kaarina Yltöinen,tmin,13.0
Kaarina Yltöinen,tmin,15.1
Kaarina Yltöinen,tmin,16.8
Kaarina Yltöinen,tmin,13.8
Kaarina Yltöinen,tmin,12.5
Kaarina Yltöinen,tmin,12.0
Kaarina Yltöinen,tmin,12.7
Kaarina Yltöinen,tmin,13.1
Kaarina Yltöinen,tmin,8.8
Kaarina Yltöinen,tmin,11.4
Kaarina Yltöinen,tmin,7.5
Kaarina Yltöinen,tmin,10.0
Kaarina Yltöinen,tmin,14.4
Kaarina Yltöinen,tmin,10.9
Kaarina Yltöinen,tmin,9.0
Kaarina Yltöinen,tmin,10.3
Kaarina Yltöinen,tmin,9.1
Kaarina Yltöinen,tmin,6.0
Kaarina Yltöinen,tmin,5.1
Kaarina Yltöinen,tmin,2.9
Kaarina Yltöinen,tmin,5.3
Kaarina Yltöinen,tmin,5.2
Kaarina Yltöinen,tmin,7.1
Kaarina Yltöinen,tmin,7.1
Kaarina Yltöinen,tmin,5.7
Kaarina Yltöinen,tmin,4.0
Kaarina Yltöinen,tmin,10.9
Kaarina Yltöinen,tmin,13.5
Kaarina Yltöinen,tmin,14.4
Kaarina Yltöinen,tmax,26.3
Kaarina Yltöinen,tmax,22.7
Kaarina Yltöinen,tmax,25.0
Kaarina Yltöinen,tmax,27.5
Kaarina Yltöinen,tmax,21.4
Kaarina Yltöinen,tmax,18.8
Kaarina Yltöinen,tmax,21.2
Kaarina Yltöinen,tmax,20.0
Kaarina Yltöinen,tmax,22.5
Kaarina Yltöinen,tmax,22.4
Kaarina Yltöinen,tmax,22.2
Kaarina Yltöinen,tmax,21.4
Kaarina Yltöinen,tmax,22.3
Kaarina Yltöinen,tmax,24.5
Kaarina Yltöinen,tmax,23.9
Kaarina Yltöinen,tmax,20.1
Kaarina Yltöinen,tmax,20.1
Kaarina Yltöinen,tmax,22.5
Kaarina Yltöinen,tmax,18.9
Kaarina Yltöinen,tmax,17.3
Kaarina Yltöinen,tmax,16.0
Kaarina Yltöinen,tmax,16.0
Kaarina Yltöinen,tmax,18.3
Kaarina Yltöinen,tmax,15.2
Kaarina Yltöinen,tmax,17.8
Kaarina Yltöinen,tmax,16.6
Kaarina Yltöinen,tmax,18.3
Kaarina Yltöinen,tmax,19.9
Kaarina Yltöinen,tmax,14.7
Kaarina Yltöinen,tmax,16.6
Kaarina Yltöinen,tmax,16.3
Kemiönsaari Vänö,tmin,17.9
Kemiönsaari Vänö,tmin,17.6
Kemiönsaari Vänö,tmin,18.4
Kemiönsaari Vänö,tmin,17.5
Kemiönsaari Vänö,tmin,16.5
Kemiönsaari Vänö,tmin,17.0
Kemiönsaari Vänö,tmin,16.6
Kemiönsaari Vänö,tmin,14.2
Kemiönsaari Vänö,tmin,17.0
Kemiönsaari Vänö,tmin,16.9
Kemiönsaari Vänö,tmin,17.1
Kemiönsaari Vänö,tmin,14.7
Kemiönsaari Vänö,tmin,16.0
Kemiönsaari Vänö,tmin,17.3
Kemiönsaari Vänö,tmin,18.5
Kemiönsaari Vänö,tmin,11.6
Kemiönsaari Vänö,tmin,12.7
Kemiönsaari Vänö,tmin,14.2
Kemiönsaari Vänö,tmin,13.2
Kemiönsaari Vänö,tmin,9.7
Kemiönsaari Vänö,tmin,10.4
Kemiönsaari Vänö,tmin,10.3
Kemiönsaari Vänö,tmin,9.6
Kemiönsaari Vänö,tmin,10.5
Kemiönsaari Vänö,tmin,11.6
Kemiönsaari Vänö,tmin,9.0
Kemiönsaari Vänö,tmin,12.4
Kemiönsaari Vänö,tmin,13.1
Kemiönsaari Vänö,tmin,14.5
Kemiönsaari Vänö,tmin,15.0
Kemiönsaari Vänö,tmin,14.5
Kemiönsaari Vänö,tmax,23.7
Kemiönsaari Vänö,tmax,21.8
Kemiönsaari Vänö,tmax,24.4
Kemiönsaari Vänö,tmax,24.4
Kemiönsaari Vänö,tmax,20.1
Kemiönsaari Vänö,tmax,19.1
Kemiönsaari Vänö,tmax,19.2
Kemiönsaari Vänö,tmax,19.3
Kemiönsaari Vänö,tmax,20.0
Kemiönsaari Vänö,tmax,20.2
Kemiönsaari Vänö,tmax,20.4
Kemiönsaari Vänö,tmax,19.6
Kemiönsaari Vänö,tmax,20.9
Kemiönsaari Vänö,tmax,22.0
Kemiönsaari Vänö,tmax,22.4
Kemiönsaari Vänö,tmax,19.5
Kemiönsaari Vänö,tmax,19.1
Kemiönsaari Vänö,tmax,19.9
Kemiönsaari Vänö,tmax,17.4
Kemiönsaari Vänö,tmax,16.7
Kemiönsaari Vänö,tmax,16.5
Kemiönsaari Vänö,tmax,16.5
Kemiönsaari Vänö,tmax,17.7
Kemiönsaari Vänö,tmax,16.0
Kemiönsaari Vänö,tmax,17.4
Kemiönsaari Vänö,tmax,16.4
Kemiönsaari Vänö,tmax,16.5
Kemiönsaari Vänö,tmax,19.2
Kemiönsaari Vänö,tmax,16.0
Kemiönsaari Vänö,tmax,16.1
Kemiönsaari Vänö,tmax,16.2
Hanko Tulliniemi,tmin,18.7
Hanko Tulliniemi,tmin,17.6
Hanko Tulliniemi,tmin,19.6
Hanko Tulliniemi,tmin,20.2
Hanko Tulliniemi,tmin,17.0
Hanko Tulliniemi,tmin,13.6
Hanko Tulliniemi,tmin,16.6
Hanko Tulliniemi,tmin,15.8
Hanko Tulliniemi,tmin,17.3
Hanko Tulliniemi,tmin,17.3
Hanko Tulliniemi,tmin,17.0
Hanko Tulliniemi,tmin,16.1
Hanko Tulliniemi,tmin,16.2
Hanko Tulliniemi,tmin,17.6
Hanko Tulliniemi,tmin,17.1
Hanko Tulliniemi,tmin,12.1
Hanko Tulliniemi,tmin,12.3
Hanko Tulliniemi,tmin,12.6
Hanko Tulliniemi,tmin,13.6
Hanko Tulliniemi,tmin,11.6
Hanko Tulliniemi,tmin,10.5
Hanko Tulliniemi,tmin,10.5
Hanko Tulliniemi,tmin,10.7
