station,day,tmax,tmin
Pyhäjärvi Ojakylä,2024-01-22,-0.5,-4.0
Pyhäjärvi Ojakylä,2024-01-23,2.1,-0.9
Pyhäjärvi Ojakylä,2024-01-24,0.4,-3.8
Pyhäjärvi Ojakylä,2024-01-25,-3.7,-16.3
Pyhäjärvi Ojakylä,2024-01-26,-10.5,-22.1
Pyhäjärvi Ojakylä,2024-01-27,-3.5,-11.7
Pyhäjärvi Ojakylä,2024-01-28,0.3,-4.3
Pyhäjärvi Ojakylä,2024-01-29,3.0,0.3
Pyhäjärvi Ojakylä,2024-01-30,2.5,-1.9
Pyhäjärvi Ojakylä,2024-01-31,0.8,-2.7
Salo Kärkkä,2024-01-01,-16.1,-21.5
Salo Kärkkä,2024-01-02,-16.3,-19.7
Salo Kärkkä,2024-01-03,-15.6,-20.8
Salo Kärkkä,2024-01-04,-17.9,-20.2
Salo Kärkkä,2024-01-05,-15.4,-19.3
Salo Kärkkä,2024-01-06,-15.5,-22.5
Salo Kärkkä,2024-01-07,-20.6,-25.6
Salo Kärkkä,2024-01-08,-1.8,-21.4
Salo Kärkkä,2024-01-09,2.1,-3.7
Salo Kärkkä,2024-01-10,2.1,-4.7
Salo Kärkkä,2024-01-11,3.5,-12.5
Salo Kärkkä,2024-01-12,0.7,-15.9
Salo Kärkkä,2024-01-13,-3.4,-22.3
Salo Kärkkä,2024-01-14,-3.3,-6.6
Salo Kärkkä,2024-01-15,-5.8,-14.5
Salo Kärkkä,2024-01-16,-13.0,-23.2
Salo Kärkkä,2024-01-17,-3.5,-26.2
Salo Kärkkä,2024-01-18,-2.4,-5.1
Salo Kärkkä,2024-01-19,-4.8,-20.9
Salo Kärkkä,2024-01-20,-10.2,-26.5
Salo Kärkkä,2024-01-21,1.6,-26.4
Salo Kärkkä,2024-01-22,3.3,0.3
Salo Kärkkä,2024-01-23,4.6,1.3
Salo Kärkkä,2024-01-24,1.3,-2.7
Salo Kärkkä,2024-01-25,1.1,-4.0
Salo Kärkkä,2024-01-26,-3.9,-14.8
Salo Kärkkä,2024-01-27,-0.6,-4.4
Salo Kärkkä,2024-01-28,3.3,-0.9
Salo Kärkkä,2024-01-29,4.7,1.4
Salo Kärkkä,2024-01-30,1.6,-5.5
Salo Kärkkä,2024-01-31,2.2,0.6
