Latitude,Longitude,Timestamp,temp,name
60.12735,19.90038,2023-12-28 21:00:00,1.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-28 22:00:00,1.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-28 23:00:00,1.8,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 00:00:00,1.5,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 01:00:00,1.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 02:00:00,0.5,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 03:00:00,0.1,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 04:00:00,-0.1,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 05:00:00,0.2,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 06:00:00,0.4,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 07:00:00,0.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 08:00:00,0.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 09:00:00,0.5,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 10:00:00,0.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 11:00:00,1.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 12:00:00,2.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 13:00:00,1.8,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 14:00:00,0.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 15:00:00,0.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 16:00:00,0.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 17:00:00,0.5,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 18:00:00,0.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 19:00:00,0.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 20:00:00,0.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 21:00:00,0.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 22:00:00,0.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-29 23:00:00,0.4,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 00:00:00,0.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 01:00:00,0.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 02:00:00,0.1,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 03:00:00,0.0,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 04:00:00,-0.2,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 05:00:00,-0.4,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 06:00:00,-0.8,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 07:00:00,-0.9,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 08:00:00,-1.1,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 09:00:00,-1.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 10:00:00,-1.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 11:00:00,-1.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 12:00:00,-1.4,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 13:00:00,-1.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 14:00:00,-1.9,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 15:00:00,-1.9,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 16:00:00,-2.0,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 17:00:00,-2.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 18:00:00,-2.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 19:00:00,-2.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 20:00:00,-2.5,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 21:00:00,-2.5,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 22:00:00,-2.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-30 23:00:00,-2.9,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 00:00:00,-3.1,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 01:00:00,-3.4,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 02:00:00,-3.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 03:00:00,-3.7,Jomala Maarianhamina lentoasema
